DateTime,Auction,Price
2024-01-02T02:15:00Z,DA,7.35
2024-01-02T02:30:00Z,DA,7.35
2024-01-02T02:45:00Z,DA,7.35
2024-01-02T03:00:00Z,DA,4.19
2024-01-02T03:15:00Z,DA,4.19
2024-01-02T03:30:00Z,DA,4.19
2024-01-02T03:45:00Z,DA,4.19
2024-01-02T04:00:00Z,DA,4.75
2024-01-02T04:15:00Z,DA,4.75
2024-01-02T04:30:00Z,DA,4.75
2024-01-02T04:45:00Z,DA,4.75
2024-01-02T05:00:00Z,DA,31.59
2024-01-02T05:15:00Z,DA,31.59
2024-01-02T05:30:00Z,DA,31.59
2024-01-02T05:45:00Z,DA,31.59
2024-01-02T06:00:00Z,DA,49.96
2024-01-02T06:15:00Z,DA,49.96
2024-01-02T06:30:00Z,DA,49.96
2024-01-02T06:45:00Z,DA,49.96
2024-01-02T07:00:00Z,DA,58.46
2024-01-02T07:15:00Z,DA,58.46
2024-01-02T07:30:00Z,DA,58.46
2024-01-02T07:45:00Z,DA,58.46
2024-01-02T08:00:00Z,DA,59.05
2024-01-02T08:15:00Z,DA,59.05
2024-01-02T08:30:00Z,DA,59.05
2024-01-02T08:45:00Z,DA,59.05
2024-01-02T09:00:00Z,DA,68.65
2024-01-02T09:15:00Z,DA,68.65
2024-01-02T09:30:00Z,DA,68.65
2024-01-02T09:45:00Z,DA,68.65
2024-01-02T10:00:00Z,DA,74.18
2024-01-02T10:15:00Z,DA,74.18
2024-01-02T10:30:00Z,DA,74.18
2024-01-02T10:45:00Z,DA,74.18
2024-01-02T11:00:00Z,DA,65.02
2024-01-02T11:15:00Z,DA,65.02
2024-01-02T11:30:00Z,DA,65.02
2024-01-02T11:45:00Z,DA,65.02
2024-01-02T12:00:00Z,DA,64.71
2024-01-02T12:15:00Z,DA,64.71
2024-01-02T12:30:00Z,DA,64.71
2024-01-02T12:45:00Z,DA,64.71
2024-01-02T13:00:00Z,DA,66.74
2024-01-02T13:15:00Z,DA,66.74
2024-01-02T13:30:00Z,DA,66.74
2024-01-02T13:45:00Z,DA,66.74
2024-01-02T14:00:00Z,DA,64.43
2024-01-02T14:15:00Z,DA,64.43
2024-01-02T14:30:00Z,DA,64.43
2024-01-02T14:45:00Z,DA,64.43
2024-01-02T15:00:00Z,DA,65.04
2024-01-02T15:15:00Z,DA,65.04
2024-01-02T15:30:00Z,DA,65.04
2024-01-02T15:45:00Z,DA,65.04
2024-01-02T16:00:00Z,DA,73.85
2024-01-02T16:15:00Z,DA,73.85
2024-01-02T16:30:00Z,DA,73.85
2024-01-02T16:45:00Z,DA,73.85
2024-01-02T17:00:00Z,DA,66.62
2024-01-02T17:15:00Z,DA,66.62
2024-01-02T17:30:00Z,DA,66.62
2024-01-02T17:45:00Z,DA,66.62
2024-01-02T18:00:00Z,DA,64.36
2024-01-02T18:15:00Z,DA,64.36
2024-01-02T18:30:00Z,DA,64.36
2024-01-02T18:45:00Z,DA,64.36
2024-01-02T19:00:00Z,DA,60
2024-01-02T19:15:00Z,DA,60
2024-01-02T19:30:00Z,DA,60
2024-01-02T19:45:00Z,DA,60
2024-01-02T20:00:00Z,DA,49.5
2024-01-02T20:15:00Z,DA,49.5
2024-01-02T20:30:00Z,DA,49.5
2024-01-02T20:45:00Z,DA,49.5
2024-01-02T21:00:00Z,DA,44.19
2024-01-02T21:15:00Z,DA,44.19
2024-01-02T21:30:00Z,DA,44.19
2024-01-02T21:45:00Z,DA,44.19
2024-01-02T22:00:00Z,DA,26.83
2024-01-02T22:15:00Z,DA,26.83
2024-01-02T22:30:00Z,DA,26.83
2024-01-02T22:45:00Z,DA,26.83
2024-01-02T23:00:00Z,DA,0
2024-01-02T23:15:00Z,DA,0
2024-01-02T23:30:00Z,DA,0
2024-01-02T23:45:00Z,DA,0
2024-01-03T00:00:00Z,DA,-1.23
2024-01-03T00:15:00Z,DA,-1.23
2024-01-03T00:30:00Z,DA,-1.23
2024-01-03T00:45:00Z,DA,-1.23
2024-01-03T01:00:00Z,DA,-1.26
2024-01-03T01:15:00Z,DA,-1.26
2024-01-03T01:30:00Z,DA,-1.26
2024-01-03T01:45:00Z,DA,-1.26
2024-01-03T02:00:00Z,DA,-1.31
2024-01-03T02:15:00Z,DA,-1.31
2024-01-03T02:30:00Z,DA,-1.31
2024-01-03T02:45:00Z,DA,-1.31
2024-01-03T03:00:00Z,DA,-1.39
2024-01-03T03:15:00Z,DA,-1.39
2024-01-03T03:30:00Z,DA,-1.39
2024-01-03T03:45:00Z,DA,-1.39
2024-01-03T04:00:00Z,DA,-1.26
2024-01-03T04:15:00Z,DA,-1.26
2024-01-03T04:30:00Z,DA,-1.26
2024-01-03T04:45:00Z,DA,-1.26
2024-01-03T05:00:00Z,DA,2.58
2024-01-03T05:15:00Z,DA,2.58
2024-01-03T05:30:00Z,DA,2.58
2024-01-03T05:45:00Z,DA,2.58
2024-01-03T06:00:00Z,DA,40.8
2024-01-03T06:15:00Z,DA,40.8
2024-01-03T06:30:00Z,DA,40.8
2024-01-03T06:45:00Z,DA,40.8
2024-01-03T07:00:00Z,DA,62.56
2024-01-03T07:15:00Z,DA,62.56
2024-01-03T07:30:00Z,DA,62.56
2024-01-03T07:45:00Z,DA,62.56
2024-01-03T08:00:00Z,DA,67.39
2024-01-03T08:15:00Z,DA,67.39
2024-01-03T08:30:00Z,DA,67.39
2024-01-03T08:45:00Z,DA,67.39
2024-01-03T09:00:00Z,DA,62.92
2024-01-03T09:15:00Z,DA,62.92
2024-01-03T09:30:00Z,DA,62.92
2024-01-03T09:45:00Z,DA,62.92
2024-01-03T10:00:00Z,DA,58.84
2024-01-03T10:15:00Z,DA,58.84
2024-01-03T10:30:00Z,DA,58.84
2024-01-03T10:45:00Z,DA,58.84
2024-01-03T11:00:00Z,DA,55.94
2024-01-03T11:15:00Z,DA,55.94
2024-01-03T11:30:00Z,DA,55.94
2024-01-03T11:45:00Z,DA,55.94
2024-01-03T12:00:00Z,DA,56.18
2024-01-03T12:15:00Z,DA,56.18
2024-01-03T12:30:00Z,DA,56.18
2024-01-03T12:45:00Z,DA,56.18
2024-01-03T13:00:00Z,DA,60.91
2024-01-03T13:15:00Z,DA,60.91
2024-01-03T13:30:00Z,DA,60.91
2024-01-03T13:45:00Z,DA,60.91
2024-01-03T14:00:00Z,DA,68.72
2024-01-03T14:15:00Z,DA,68.72
2024-01-03T14:30:00Z,DA,68.72
2024-01-03T14:45:00Z,DA,68.72
2024-01-03T15:00:00Z,DA,71.56
2024-01-03T15:15:00Z,DA,71.56
2024-01-03T15:30:00Z,DA,71.56
2024-01-03T15:45:00Z,DA,71.56
2024-01-03T16:00:00Z,DA,85.72
2024-01-03T16:15:00Z,DA,85.72
2024-01-03T16:30:00Z,DA,85.72
2024-01-03T16:45:00Z,DA,85.72
2024-01-03T17:00:00Z,DA,92.38
2024-01-03T17:15:00Z,DA,92.38
2024-01-03T17:30:00Z,DA,92.38
2024-01-03T17:45:00Z,DA,92.38
2024-01-03T18:00:00Z,DA,86.07
2024-01-03T18:15:00Z,DA,86.07
2024-01-03T18:30:00Z,DA,86.07
2024-01-03T18:45:00Z,DA,86.07
2024-01-03T19:00:00Z,DA,73.23
2024-01-03T19:15:00Z,DA,73.23
2024-01-03T19:30:00Z,DA,73.23
2024-01-03T19:45:00Z,DA,73.23
2024-01-03T20:00:00Z,DA,67.41
2024-01-03T20:15:00Z,DA,67.41
2024-01-03T20:30:00Z,DA,67.41
2024-01-03T20:45:00Z,DA,67.41
2024-01-03T21:00:00Z,DA,65
2024-01-03T21:15:00Z,DA,65
2024-01-03T21:30:00Z,DA,65
2024-01-03T21:45:00Z,DA,65
2024-01-03T22:00:00Z,DA,58.12
2024-01-03T22:15:00Z,DA,58.12
2024-01-03T22:30:00Z,DA,58.12
2024-01-03T22:45:00Z,DA,58.12
2024-01-03T23:00:00Z,DA,57.3
2024-01-03T23:15:00Z,DA,57.3
2024-01-03T23:30:00Z,DA,57.3
2024-01-03T23:45:00Z,DA,57.3
2024-01-04T00:00:00Z,DA,50.46
2024-01-04T00:15:00Z,DA,50.46
2024-01-04T00:30:00Z,DA,50.46
2024-01-04T00:45:00Z,DA,50.46
2024-01-04T01:00:00Z,DA,40
2024-01-04T01:15:00Z,DA,40
2024-01-04T01:30:00Z,DA,40
2024-01-04T01:45:00Z,DA,40
2024-01-04T02:00:00Z,DA,25.48
2024-01-04T02:15:00Z,DA,25.48
2024-01-04T02:30:00Z,DA,25.48
2024-01-04T02:45:00Z,DA,25.48
2024-01-04T03:00:00Z,DA,35
2024-01-04T03:15:00Z,DA,35
2024-01-04T03:30:00Z,DA,35
2024-01-04T03:45:00Z,DA,35
2024-01-04T04:00:00Z,DA,57.73
2024-01-04T04:15:00Z,DA,57.73
2024-01-04T04:30:00Z,DA,57.73
2024-01-04T04:45:00Z,DA,57.73
2024-01-04T05:00:00Z,DA,72.65
2024-01-04T05:15:00Z,DA,72.65
2024-01-04T05:30:00Z,DA,72.65
2024-01-04T05:45:00Z,DA,72.65
2024-01-04T06:00:00Z,DA,85.02
2024-01-04T06:15:00Z,DA,85.02
2024-01-04T06:30:00Z,DA,85.02
2024-01-04T06:45:00Z,DA,85.02
2024-01-04T07:00:00Z,DA,91.47
2024-01-04T07:15:00Z,DA,91.47
2024-01-04T07:30:00Z,DA,91.47
2024-01-04T07:45:00Z,DA,91.47
2024-01-04T08:00:00Z,DA,94.2
2024-01-04T08:15:00Z,DA,94.2
2024-01-04T08:30:00Z,DA,94.2
2024-01-04T08:45:00Z,DA,94.2
2024-01-04T09:00:00Z,DA,91.59
2024-01-04T09:15:00Z,DA,91.59
2024-01-04T09:30:00Z,DA,91.59
2024-01-04T09:45:00Z,DA,91.59
2024-01-04T10:00:00Z,DA,90
2024-01-04T10:15:00Z,DA,90
2024-01-04T10:30:00Z,DA,90
2024-01-04T10:45:00Z,DA,90
2024-01-04T11:00:00Z,DA,86.26
2024-01-04T11:15:00Z,DA,86.26
2024-01-04T11:30:00Z,DA,86.26
2024-01-04T11:45:00Z,DA,86.26
2024-01-04T12:00:00Z,DA,85.96
2024-01-04T12:15:00Z,DA,85.96
2024-01-04T12:30:00Z,DA,85.96
2024-01-04T12:45:00Z,DA,85.96
2024-01-04T13:00:00Z,DA,92.11
2024-01-04T13:15:00Z,DA,92.11
2024-01-04T13:30:00Z,DA,92.11
2024-01-04T13:45:00Z,DA,92.11
2024-01-04T14:00:00Z,DA,98.62
2024-01-04T14:15:00Z,DA,98.62
2024-01-04T14:30:00Z,DA,98.62
2024-01-04T14:45:00Z,DA,98.62
2024-01-04T15:00:00Z,DA,101.93
2024-01-04T15:15:00Z,DA,101.93
2024-01-04T15:30:00Z,DA,101.93
2024-01-04T15:45:00Z,DA,101.93
2024-01-04T16:00:00Z,DA,121.22
2024-01-04T16:15:00Z,DA,121.22
2024-01-04T16:30:00Z,DA,121.22
2024-01-04T16:45:00Z,DA,121.22
2024-01-04T17:00:00Z,DA,129.28
2024-01-04T17:15:00Z,DA,129.28
2024-01-04T17:30:00Z,DA,129.28
2024-01-04T17:45:00Z,DA,129.28
2024-01-04T18:00:00Z,DA,110.95
2024-01-04T18:15:00Z,DA,110.95
2024-01-04T18:30:00Z,DA,110.95
2024-01-04T18:45:00Z,DA,110.95
2024-01-04T19:00:00Z,DA,96.94
2024-01-04T19:15:00Z,DA,96.94
2024-01-04T19:30:00Z,DA,96.94
2024-01-04T19:45:00Z,DA,96.94
2024-01-04T20:00:00Z,DA,88.5
2024-01-04T20:15:00Z,DA,88.5
2024-01-04T20:30:00Z,DA,88.5
2024-01-04T20:45:00Z,DA,88.5
2024-01-04T21:00:00Z,DA,85.07
2024-01-04T21:15:00Z,DA,85.07
2024-01-04T21:30:00Z,DA,85.07
2024-01-04T21:45:00Z,DA,85.07
2024-01-04T22:00:00Z,DA,87.67
2024-01-04T22:15:00Z,DA,87.67
2024-01-04T22:30:00Z,DA,87.67
2024-01-04T22:45:00Z,DA,87.67
2024-01-04T23:00:00Z,DA,86.08
2024-01-04T23:15:00Z,DA,86.08
2024-01-04T23:30:00Z,DA,86.08
2024-01-04T23:45:00Z,DA,86.08
2024-01-05T00:00:00Z,DA,80.51
2024-01-05T00:15:00Z,DA,80.51
2024-01-05T00:30:00Z,DA,80.51
2024-01-05T00:45:00Z,DA,80.51
2024-01-05T01:00:00Z,DA,77.01
2024-01-05T01:15:00Z,DA,77.01
2024-01-05T01:30:00Z,DA,77.01
2024-01-05T01:45:00Z,DA,77.01
2024-01-05T02:00:00Z,DA,71.7
2024-01-05T02:15:00Z,DA,71.7
2024-01-05T02:30:00Z,DA,71.7
2024-01-05T02:45:00Z,DA,71.7
2024-01-05T03:00:00Z,DA,66.34
2024-01-05T03:15:00Z,DA,66.34
2024-01-05T03:30:00Z,DA,66.34
2024-01-05T03:45:00Z,DA,66.34
2024-01-05T04:00:00Z,DA,71.42
2024-01-05T04:15:00Z,DA,71.42
2024-01-05T04:30:00Z,DA,71.42
2024-01-05T04:45:00Z,DA,71.42
2024-01-05T05:00:00Z,DA,77.3
2024-01-05T05:15:00Z,DA,77.3
2024-01-05T05:30:00Z,DA,77.3
2024-01-05T05:45:00Z,DA,77.3
2024-01-05T06:00:00Z,DA,87.6
2024-01-05T06:15:00Z,DA,87.6
2024-01-05T06:30:00Z,DA,87.6
2024-01-05T06:45:00Z,DA,87.6
2024-01-05T07:00:00Z,DA,90.14
2024-01-05T07:15:00Z,DA,90.14
2024-01-05T07:30:00Z,DA,90.14
2024-01-05T07:45:00Z,DA,90.14
2024-01-05T08:00:00Z,DA,95.12
2024-01-05T08:15:00Z,DA,95.12
2024-01-05T08:30:00Z,DA,95.12
2024-01-05T08:45:00Z,DA,95.12
2024-01-05T09:00:00Z,DA,96.32
2024-01-05T09:15:00Z,DA,96.32
2024-01-05T09:30:00Z,DA,96.32
2024-01-05T09:45:00Z,DA,96.32
2024-01-05T10:00:00Z,DA,98.23
2024-01-05T10:15:00Z,DA,98.23
2024-01-05T10:30:00Z,DA,98.23
2024-01-05T10:45:00Z,DA,98.23
2024-01-05T11:00:00Z,DA,92.4
2024-01-05T11:15:00Z,DA,92.4
2024-01-05T11:30:00Z,DA,92.4
2024-01-05T11:45:00Z,DA,92.4
2024-01-05T12:00:00Z,DA,91.92
2024-01-05T12:15:00Z,DA,91.92
2024-01-05T12:30:00Z,DA,91.92
2024-01-05T12:45:00Z,DA,91.92
2024-01-05T13:00:00Z,DA,96.87
2024-01-05T13:15:00Z,DA,96.87
2024-01-05T13:30:00Z,DA,96.87
2024-01-05T13:45:00Z,DA,96.87
2024-01-05T14:00:00Z,DA,100.46
2024-01-05T14:15:00Z,DA,100.46
2024-01-05T14:30:00Z,DA,100.46
2024-01-05T14:45:00Z,DA,100.46
2024-01-05T15:00:00Z,DA,103.33
2024-01-05T15:15:00Z,DA,103.33
2024-01-05T15:30:00Z,DA,103.33
2024-01-05T15:45:00Z,DA,103.33
2024-01-05T16:00:00Z,DA,107.65
2024-01-05T16:15:00Z,DA,107.65
2024-01-05T16:30:00Z,DA,107.65
2024-01-05T16:45:00Z,DA,107.65
2024-01-05T17:00:00Z,DA,108.58
2024-01-05T17:15:00Z,DA,108.58
2024-01-05T17:30:00Z,DA,108.58
2024-01-05T17:45:00Z,DA,108.58
2024-01-05T18:00:00Z,DA,104.15
2024-01-05T18:15:00Z,DA,104.15
2024-01-05T18:30:00Z,DA,104.15
2024-01-05T18:45:00Z,DA,104.15
2024-01-05T19:00:00Z,DA,100.28
2024-01-05T19:15:00Z,DA,100.28
2024-01-05T19:30:00Z,DA,100.28
2024-01-05T19:45:00Z,DA,100.28
2024-01-05T20:00:00Z,DA,94.29
2024-01-05T20:15:00Z,DA,94.29
2024-01-05T20:30:00Z,DA,94.29
2024-01-05T20:45:00Z,DA,94.29
2024-01-05T21:00:00Z,DA,94.92
2024-01-05T21:15:00Z,DA,94.92
2024-01-05T21:30:00Z,DA,94.92
2024-01-05T21:45:00Z,DA,94.92
2024-01-05T22:00:00Z,DA,86.8
2024-01-05T22:15:00Z,DA,86.8
2024-01-05T22:30:00Z,DA,86.8
2024-01-05T22:45:00Z,DA,86.8
2024-01-05T23:00:00Z,DA,82.25
2024-01-05T23:15:00Z,DA,82.25
2024-01-05T23:30:00Z,DA,82.25
2024-01-05T23:45:00Z,DA,82.25
2024-01-06T00:00:00Z,DA,80.2
2024-01-06T00:15:00Z,DA,80.2
2024-01-06T00:30:00Z,DA,80.2
2024-01-06T00:45:00Z,DA,80.2
2024-01-06T01:00:00Z,DA,76.13
2024-01-06T01:15:00Z,DA,76.13
2024-01-06T01:30:00Z,DA,76.13
2024-01-06T01:45:00Z,DA,76.13
2024-01-06T02:00:00Z,DA,73.01
2024-01-06T02:15:00Z,DA,73.01
2024-01-06T02:30:00Z,DA,73.01
2024-01-06T02:45:00Z,DA,73.01
2024-01-06T03:00:00Z,DA,73.01
2024-01-06T03:15:00Z,DA,73.01
2024-01-06T03:30:00Z,DA,73.01
2024-01-06T03:45:00Z,DA,73.01
2024-01-06T04:00:00Z,DA,74.59
2024-01-06T04:15:00Z,DA,74.59
2024-01-06T04:30:00Z,DA,74.59
2024-01-06T04:45:00Z,DA,74.59
2024-01-06T05:00:00Z,DA,75.1
2024-01-06T05:15:00Z,DA,75.1
2024-01-06T05:30:00Z,DA,75.1
2024-01-06T05:45:00Z,DA,75.1
2024-01-06T06:00:00Z,DA,81.39
2024-01-06T06:15:00Z,DA,81.39
2024-01-06T06:30:00Z,DA,81.39
2024-01-06T06:45:00Z,DA,81.39
2024-01-06T07:00:00Z,DA,88.4
2024-01-06T07:15:00Z,DA,88.4
2024-01-06T07:30:00Z,DA,88.4
2024-01-06T07:45:00Z,DA,88.4
2024-01-06T08:00:00Z,DA,92.23
2024-01-06T08:15:00Z,DA,92.23
2024-01-06T08:30:00Z,DA,92.23
2024-01-06T08:45:00Z,DA,92.23
2024-01-06T09:00:00Z,DA,97.3
2024-01-06T09:15:00Z,DA,97.3
2024-01-06T09:30:00Z,DA,97.3
2024-01-06T09:45:00Z,DA,97.3
2024-01-06T10:00:00Z,DA,100.42
2024-01-06T10:15:00Z,DA,100.42
2024-01-06T10:30:00Z,DA,100.42
2024-01-06T10:45:00Z,DA,100.42
2024-01-06T11:00:00Z,DA,99.16
2024-01-06T11:15:00Z,DA,99.16
2024-01-06T11:30:00Z,DA,99.16
2024-01-06T11:45:00Z,DA,99.16
2024-01-06T12:00:00Z,DA,92.2
2024-01-06T12:15:00Z,DA,92.2
2024-01-06T12:30:00Z,DA,92.2
2024-01-06T12:45:00Z,DA,92.2
2024-01-06T13:00:00Z,DA,92.11
2024-01-06T13:15:00Z,DA,92.11
2024-01-06T13:30:00Z,DA,92.11
2024-01-06T13:45:00Z,DA,92.11
2024-01-06T14:00:00Z,DA,90.42
2024-01-06T14:15:00Z,DA,90.42
2024-01-06T14:30:00Z,DA,90.42
2024-01-06T14:45:00Z,DA,90.42
2024-01-06T15:00:00Z,DA,91.33
2024-01-06T15:15:00Z,DA,91.33
2024-01-06T15:30:00Z,DA,91.33
2024-01-06T15:45:00Z,DA,91.33
2024-01-06T16:00:00Z,DA,104.41
2024-01-06T16:15:00Z,DA,104.41
2024-01-06T16:30:00Z,DA,104.41
2024-01-06T16:45:00Z,DA,104.41
2024-01-06T17:00:00Z,DA,103.63
2024-01-06T17:15:00Z,DA,103.63
2024-01-06T17:30:00Z,DA,103.63
2024-01-06T17:45:00Z,DA,103.63
2024-01-06T18:00:00Z,DA,99
2024-01-06T18:15:00Z,DA,99
2024-01-06T18:30:00Z,DA,99
2024-01-06T18:45:00Z,DA,99
2024-01-06T19:00:00Z,DA,92.14
2024-01-06T19:15:00Z,DA,92.14
2024-01-06T19:30:00Z,DA,92.14
2024-01-06T19:45:00Z,DA,92.14
2024-01-06T20:00:00Z,DA,88
2024-01-06T20:15:00Z,DA,88
2024-01-06T20:30:00Z,DA,88
2024-01-06T20:45:00Z,DA,88
2024-01-06T21:00:00Z,DA,86.57
2024-01-06T21:15:00Z,DA,86.57
2024-01-06T21:30:00Z,DA,86.57
2024-01-06T21:45:00Z,DA,86.57
2024-01-06T22:00:00Z,DA,79.87
2024-01-06T22:15:00Z,DA,79.87
2024-01-06T22:30:00Z,DA,79.87
2024-01-06T22:45:00Z,DA,79.87
2024-01-06T23:00:00Z,DA,84.08
2024-01-06T23:15:00Z,DA,84.08
2024-01-06T23:30:00Z,DA,84.08
2024-01-06T23:45:00Z,DA,84.08
2024-01-07T00:00:00Z,DA,79.82
2024-01-07T00:15:00Z,DA,79.82
2024-01-07T00:30:00Z,DA,79.82
2024-01-07T00:45:00Z,DA,79.82
2024-01-07T01:00:00Z,DA,76.76
2024-01-07T01:15:00Z,DA,76.76
2024-01-07T01:30:00Z,DA,76.76
2024-01-07T01:45:00Z,DA,76.76
2024-01-07T02:00:00Z,DA,73.46
2024-01-07T02:15:00Z,DA,73.46
2024-01-07T02:30:00Z,DA,73.46
2024-01-07T02:45:00Z,DA,73.46
2024-01-07T03:00:00Z,DA,71.86
2024-01-07T03:15:00Z,DA,71.86
2024-01-07T03:30:00Z,DA,71.86
2024-01-07T03:45:00Z,DA,71.86
2024-01-07T04:00:00Z,DA,72.08
2024-01-07T04:15:00Z,DA,72.08
2024-01-07T04:30:00Z,DA,72.08
2024-01-07T04:45:00Z,DA,72.08
2024-01-07T05:00:00Z,DA,74.9
2024-01-07T05:15:00Z,DA,74.9
2024-01-07T05:30:00Z,DA,74.9
2024-01-07T05:45:00Z,DA,74.9
2024-01-07T06:00:00Z,DA,77.69
2024-01-07T06:15:00Z,DA,77.69
2024-01-07T06:30:00Z,DA,77.69
2024-01-07T06:45:00Z,DA,77.69
2024-01-07T07:00:00Z,DA,81.79
2024-01-07T07:15:00Z,DA,81.79
2024-01-07T07:30:00Z,DA,81.79
2024-01-07T07:45:00Z,DA,81.79
2024-01-07T08:00:00Z,DA,84.86
2024-01-07T08:15:00Z,DA,84.86
2024-01-07T08:30:00Z,DA,84.86
2024-01-07T08:45:00Z,DA,84.86
2024-01-07T09:00:00Z,DA,87.14
2024-01-07T09:15:00Z,DA,87.14
2024-01-07T09:30:00Z,DA,87.14
2024-01-07T09:45:00Z,DA,87.14
2024-01-07T10:00:00Z,DA,89.13
2024-01-07T10:15:00Z,DA,89.13
2024-01-07T10:30:00Z,DA,89.13
2024-01-07T10:45:00Z,DA,89.13
2024-01-07T11:00:00Z,DA,88.66
2024-01-07T11:15:00Z,DA,88.66
2024-01-07T11:30:00Z,DA,88.66
2024-01-07T11:45:00Z,DA,88.66
2024-01-07T12:00:00Z,DA,84.81
2024-01-07T12:15:00Z,DA,84.81
2024-01-07T12:30:00Z,DA,84.81
2024-01-07T12:45:00Z,DA,84.81
2024-01-07T13:00:00Z,DA,84.34
2024-01-07T13:15:00Z,DA,84.34
2024-01-07T13:30:00Z,DA,84.34
2024-01-07T13:45:00Z,DA,84.34
2024-01-07T14:00:00Z,DA,88.01
