Delivery Start (CET);Delivery End (CET);AT Price (EUR);BE Price (EUR);FR Price (EUR);GER Price (EUR);NL Price (EUR);PL Price (EUR)
14.06.2024 12:00:00;14.06.2024 12:15:00;67.16;62.02;;67.16;62.02;
14.06.2024 12:00:00;14.06.2024 12:30:00;;;5.92;;;
14.06.2024 12:00:00;14.06.2024 13:00:00;;;;;;50
14.06.2024 12:15:00;14.06.2024 12:30:00;51.25;49;;51.25;49;
14.06.2024 12:30:00;14.06.2024 12:45:00;48.05;31.02;;48.05;31.02;
14.06.2024 12:30:00;14.06.2024 13:00:00;;;4.08;;;
14.06.2024 12:45:00;14.06.2024 13:00:00;33.54;24.02;;33.54;24.02;
14.06.2024 13:00:00;14.06.2024 13:15:00;49.24;32;;49.24;32;
14.06.2024 13:00:00;14.06.2024 13:30:00;;;10.49;;;
14.06.2024 13:00:00;14.06.2024 14:00:00;;;;;;40.52
14.06.2024 13:15:00;14.06.2024 13:30:00;48.07;48.07;;48.07;48.07;
14.06.2024 13:30:00;14.06.2024 13:45:00;38.5;12.97;;38.5;12.97;
14.06.2024 13:30:00;14.06.2024 14:00:00;;;-6.75;;;
14.06.2024 13:45:00;14.06.2024 14:00:00;26.27;6.37;;26.27;6.37;
14.06.2024 14:00:00;14.06.2024 14:15:00;36.6;36.6;;36.6;36.6;
14.06.2024 14:00:00;14.06.2024 14:30:00;;;3.18;;;
14.06.2024 14:00:00;14.06.2024 15:00:00;;;;;;44.77
14.06.2024 14:15:00;14.06.2024 14:30:00;36.23;36.23;;36.23;36.23;
14.06.2024 14:30:00;14.06.2024 14:45:00;44.2;18;;44.2;18;
14.06.2024 14:30:00;14.06.2024 15:00:00;;;-2.03;;;
14.06.2024 14:45:00;14.06.2024 15:00:00;62.07;25.3;;43.86;25.3;
14.06.2024 15:00:00;14.06.2024 15:15:00;25.27;25.27;;25.27;25.27;
14.06.2024 15:00:00;14.06.2024 15:30:00;;;3.23;;;
14.06.2024 15:00:00;14.06.2024 16:00:00;;;;;;48.85
14.06.2024 15:15:00;14.06.2024 15:30:00;36.13;36.13;;36.13;36.13;
14.06.2024 15:30:00;14.06.2024 15:45:00;51.42;15;;48.09;15;
14.06.2024 15:30:00;14.06.2024 16:00:00;;;-3.23;;;
14.06.2024 15:45:00;14.06.2024 16:00:00;76.69;24;;50.63;24;
14.06.2024 16:00:00;14.06.2024 16:15:00;37.75;13.4;;37.75;13.4;
14.06.2024 16:00:00;14.06.2024 16:30:00;;;1.4;;;
14.06.2024 16:00:00;14.06.2024 17:00:00;;;;;;62.43
14.06.2024 16:15:00;14.06.2024 16:30:00;48.48;34;;48.48;48.48;
14.06.2024 16:30:00;14.06.2024 16:45:00;68.53;60.22;;60.22;60.22;
14.06.2024 16:30:00;14.06.2024 17:00:00;;;-1.4;;;
14.06.2024 16:45:00;14.06.2024 17:00:00;94.93;72.22;;72.22;72.22;
14.06.2024 17:00:00;14.06.2024 17:15:00;52.33;7.55;;52.33;52.33;
14.06.2024 17:00:00;14.06.2024 17:30:00;;;5.02;;;
14.06.2024 17:00:00;14.06.2024 18:00:00;;;;;;77.87
14.06.2024 17:15:00;14.06.2024 17:30:00;65.09;57.39;;65.09;65.09;
14.06.2024 17:30:00;14.06.2024 17:45:00;73.5;73.5;;73.5;73.5;
14.06.2024 17:30:00;14.06.2024 18:00:00;;;-5.02;;;
14.06.2024 17:45:00;14.06.2024 18:00:00;120.57;95.6;;95.6;95.6;
14.06.2024 18:00:00;14.06.2024 18:15:00;66;17;;66;66;
14.06.2024 18:00:00;14.06.2024 18:30:00;;;-1.72;;;
14.06.2024 18:00:00;14.06.2024 19:00:00;;;;;;97.77
14.06.2024 18:15:00;14.06.2024 18:30:00;72.24;52;;72.24;72.24;
14.06.2024 18:30:00;14.06.2024 18:45:00;94.54;87;;94.54;94.54;
14.06.2024 18:30:00;14.06.2024 19:00:00;;;3.72;;;
14.06.2024 18:45:00;14.06.2024 19:00:00;158.31;119.58;;119.58;119.58;
14.06.2024 19:00:00;14.06.2024 19:15:00;60.49;45;;104.66;104.66;
14.06.2024 19:00:00;14.06.2024 19:30:00;;;6.04;;;
14.06.2024 19:00:00;14.06.2024 20:00:00;;;;;;135.95
14.06.2024 19:15:00;14.06.2024 19:30:00;72.82;86.1;;103.12;103.12;
14.06.2024 19:30:00;14.06.2024 19:45:00;115.3;98;;115.3;115.3;
14.06.2024 19:30:00;14.06.2024 20:00:00;;;6.57;;;
14.06.2024 19:45:00;14.06.2024 20:00:00;137.22;128;;140.91;140.91;
14.06.2024 20:00:00;14.06.2024 20:15:00;125.8;116.7;;139.34;139.34;
14.06.2024 20:00:00;14.06.2024 20:30:00;;;38.05;;;
14.06.2024 20:00:00;14.06.2024 21:00:00;;;;;;137
14.06.2024 20:15:00;14.06.2024 20:30:00;90.09;111.35;;129.31;129.31;
14.06.2024 20:30:00;14.06.2024 20:45:00;87.1;115.71;;126.31;126.31;
14.06.2024 20:30:00;14.06.2024 21:00:00;;;7.38;;;
14.06.2024 20:45:00;14.06.2024 21:00:00;87.08;119.05;;119.05;119.05;
14.06.2024 21:00:00;14.06.2024 21:15:00;151.23;135.9;;169.32;169.32;
14.06.2024 21:00:00;14.06.2024 21:30:00;;;18.68;;;
14.06.2024 21:00:00;14.06.2024 22:00:00;;;;;;120.8
14.06.2024 21:15:00;14.06.2024 21:30:00;120.78;82.66;;120.78;120.78;
14.06.2024 21:30:00;14.06.2024 21:45:00;88.04;101;;101.38;101.38;
14.06.2024 21:30:00;14.06.2024 22:00:00;;;48.16;;;
14.06.2024 21:45:00;14.06.2024 22:00:00;57.59;72;;91.73;91.73;
14.06.2024 22:00:00;14.06.2024 22:15:00;123.94;123.94;;123.94;123.94;
14.06.2024 22:00:00;14.06.2024 22:30:00;;;18.91;;;
14.06.2024 22:00:00;14.06.2024 23:00:00;;;;;;100.19
14.06.2024 22:15:00;14.06.2024 22:30:00;125.96;93.56;;93.56;93.56;
14.06.2024 22:30:00;14.06.2024 22:45:00;78.59;78.59;;78.59;78.59;
14.06.2024 22:30:00;14.06.2024 23:00:00;;;51.09;;;
14.06.2024 22:45:00;14.06.2024 23:00:00;72.26;72.26;;72.26;87;
14.06.2024 23:00:00;14.06.2024 23:15:00;94.63;94.63;;94.63;106;
14.06.2024 23:00:00;14.06.2024 23:30:00;;;32.47;;;
14.06.2024 23:00:00;15.06.2024 00:00:00;;;;;;68.49
14.06.2024 23:15:00;14.06.2024 23:30:00;72.24;72.24;;72.24;86;
14.06.2024 23:30:00;14.06.2024 23:45:00;57.66;57.66;;57.66;87;
14.06.2024 23:30:00;15.06.2024 00:00:00;;;12.01;;;
14.06.2024 23:45:00;15.06.2024 00:00:00;49.43;49.43;;49.43;87;
15.06.2024 12:00:00;15.06.2024 12:15:00;-26.25;-26.25;;-26.25;9.1;
15.06.2024 12:00:00;15.06.2024 12:30:00;;;-38.78;;;
15.06.2024 12:00:00;15.06.2024 13:00:00;;;;;;-25.45
15.06.2024 12:15:00;15.06.2024 12:30:00;-51.31;-51.31;;-51.31;-7.9;
15.06.2024 12:30:00;15.06.2024 12:45:00;-76.3;-36.9;;-76.3;-36.9;
15.06.2024 12:30:00;15.06.2024 13:00:00;;;-45.35;;;
15.06.2024 12:45:00;15.06.2024 13:00:00;-100.53;-53.8;;-100.53;-53.8;
15.06.2024 13:00:00;15.06.2024 13:15:00;-44.89;-44.89;;-44.89;-44.89;
15.06.2024 13:00:00;15.06.2024 13:30:00;;;-62.95;;;
15.06.2024 13:00:00;15.06.2024 14:00:00;;;;;;-10.95
15.06.2024 13:15:00;15.06.2024 13:30:00;-81.01;-81.01;;-81.01;-81.01;
15.06.2024 13:30:00;15.06.2024 13:45:00;-105.91;-105.91;;-105.91;-64.9;
15.06.2024 13:30:00;15.06.2024 14:00:00;;;-108.17;;;
15.06.2024 13:45:00;15.06.2024 14:00:00;-110.43;-110.43;;-110.43;-69.9;
15.06.2024 14:00:00;15.06.2024 14:15:00;-117.94;-112.9;;-117.94;-112.9;
15.06.2024 14:00:00;15.06.2024 14:30:00;;;-82.5;;;
15.06.2024 14:00:00;15.06.2024 15:00:00;;;;;;0.19
15.06.2024 14:15:00;15.06.2024 14:30:00;-105.44;-52.1;;-105.44;-52.1;
15.06.2024 14:30:00;15.06.2024 14:45:00;-90.03;-90.03;;-90.03;-46.9;
15.06.2024 14:30:00;15.06.2024 15:00:00;;;-93.77;;;
15.06.2024 14:45:00;15.06.2024 15:00:00;-78.91;-97.5;;-97.5;-39.9;
15.06.2024 15:00:00;15.06.2024 15:15:00;-83.84;-83.84;;-83.84;-71.9;
15.06.2024 15:00:00;15.06.2024 15:30:00;;;-75.23;;;
15.06.2024 15:00:00;15.06.2024 16:00:00;;;;;;35.01
15.06.2024 15:15:00;15.06.2024 15:30:00;-66.61;-66.61;;-66.61;-48.9;
15.06.2024 15:30:00;15.06.2024 15:45:00;-52.11;-52.11;;-52.11;-52.11;
15.06.2024 15:30:00;15.06.2024 16:00:00;;;-42.57;;;
15.06.2024 15:45:00;15.06.2024 16:00:00;-33.02;-33.02;;-33.02;38.1;
15.06.2024 16:00:00;15.06.2024 16:15:00;-81.69;-55.9;;-81.69;-55.9;
15.06.2024 16:00:00;15.06.2024 16:30:00;;;-24;;;
15.06.2024 16:00:00;15.06.2024 17:00:00;;;;;;114.9
15.06.2024 16:15:00;15.06.2024 16:30:00;-26.64;7.9;;-26.64;7.9;
15.06.2024 16:30:00;15.06.2024 16:45:00;-50.61;5;;-50.61;5;
15.06.2024 16:30:00;15.06.2024 17:00:00;;;-28.84;;;
15.06.2024 16:45:00;15.06.2024 17:00:00;-7.07;29.5;;-7.07;57.16;
15.06.2024 17:00:00;15.06.2024 17:15:00;-41.49;-41.49;;-41.49;-41.49;
15.06.2024 17:00:00;15.06.2024 17:30:00;;;-3.65;;;
15.06.2024 17:00:00;15.06.2024 18:00:00;;;;;;120.04
15.06.2024 17:15:00;15.06.2024 17:30:00;-5.16;34.19;;-5.16;34.19;
15.06.2024 17:30:00;15.06.2024 17:45:00;-16;-16;;-16;-16;
15.06.2024 17:30:00;15.06.2024 18:00:00;;;-1.47;;;
15.06.2024 17:45:00;15.06.2024 18:00:00;13.06;13.06;;13.06;96.53;
15.06.2024 18:00:00;15.06.2024 18:15:00;-32.73;-32.73;;-32.73;-32.73;
15.06.2024 18:00:00;15.06.2024 18:30:00;;;0.83;;;
15.06.2024 18:00:00;15.06.2024 19:00:00;;;;;;47.19
15.06.2024 18:15:00;15.06.2024 18:30:00;34.4;34.4;;34.4;34.4;
15.06.2024 18:30:00;15.06.2024 18:45:00;4.32;4.32;;4.32;4.32;
15.06.2024 18:30:00;15.06.2024 19:00:00;;;3.86;;;
15.06.2024 18:45:00;15.06.2024 19:00:00;47.22;47.22;;47.22;47.22;
15.06.2024 19:00:00;15.06.2024 19:15:00;-3.65;-11.83;;-3.65;-11.83;
15.06.2024 19:00:00;15.06.2024 19:30:00;;;7.09;;;
15.06.2024 19:00:00;15.06.2024 20:00:00;;;;;;120.09
15.06.2024 19:15:00;15.06.2024 19:30:00;25.85;26;;25.85;26;
15.06.2024 19:30:00;15.06.2024 19:45:00;47.02;49.03;;47.02;49.03;
15.06.2024 19:30:00;15.06.2024 20:00:00;;;7.73;;;
15.06.2024 19:45:00;15.06.2024 20:00:00;74.38;77.11;;74.38;77.11;
15.06.2024 20:00:00;15.06.2024 20:15:00;74.93;-6.2;;74.93;11;
15.06.2024 20:00:00;15.06.2024 20:30:00;;;19.62;;;
15.06.2024 20:00:00;15.06.2024 21:00:00;;;;;;120.1
15.06.2024 20:15:00;15.06.2024 20:30:00;64.39;45.45;;64.39;55;
15.06.2024 20:30:00;15.06.2024 20:45:00;82.86;61.85;;82.86;62.45;
15.06.2024 20:30:00;15.06.2024 21:00:00;;;15.34;;;
15.06.2024 20:45:00;15.06.2024 21:00:00;91.82;66.01;;91.82;66.01;
15.06.2024 21:00:00;15.06.2024 21:15:00;84.28;24.2;;84.28;63.16;
15.06.2024 21:00:00;15.06.2024 21:30:00;;;24.46;;;
15.06.2024 21:00:00;15.06.2024 22:00:00;;;;;;120.1
15.06.2024 21:15:00;15.06.2024 21:30:00;72.69;52;;72.69;63;
15.06.2024 21:30:00;15.06.2024 21:45:00;51.5;52;;69.99;52;
15.06.2024 21:30:00;15.06.2024 22:00:00;;;30.39;;;
15.06.2024 21:45:00;15.06.2024 22:00:00;47;47;;70.57;47;
15.06.2024 22:00:00;15.06.2024 22:15:00;76.68;51;;76.68;51;
15.06.2024 22:00:00;15.06.2024 22:30:00;;;39.29;;;
15.06.2024 22:00:00;15.06.2024 23:00:00;;;;;;85.98
15.06.2024 22:15:00;15.06.2024 22:30:00;59.29;33.74;;59.29;33.74;
15.06.2024 22:30:00;15.06.2024 22:45:00;56.73;59.22;;56.73;59.22;
15.06.2024 22:30:00;15.06.2024 23:00:00;;;56.11;;;
15.06.2024 22:45:00;15.06.2024 23:00:00;59.92;53;;59.92;53;
15.06.2024 23:00:00;15.06.2024 23:15:00;58.15;38.59;;58.15;58.15;
15.06.2024 23:00:00;15.06.2024 23:30:00;;;42.34;;;
15.06.2024 23:00:00;16.06.2024 00:00:00;;;;;;85.98
15.06.2024 23:15:00;15.06.2024 23:30:00;50.93;46.09;;50.93;50.93;
15.06.2024 23:30:00;15.06.2024 23:45:00;42.71;42.71;;42.71;42.71;
15.06.2024 23:30:00;16.06.2024 00:00:00;;;35.66;;;
15.06.2024 23:45:00;16.06.2024 00:00:00;28.61;28.61;;28.61;28.61;
16.06.2024 12:00:00;16.06.2024 12:15:00;-4.51;-13.07;;-13.07;-13.07;
16.06.2024 12:00:00;16.06.2024 12:30:00;;;-19.82;;;
16.06.2024 12:00:00;16.06.2024 13:00:00;;;;;;86.28
16.06.2024 12:15:00;16.06.2024 12:30:00;-14.11;-26.56;;-26.56;-26.56;
16.06.2024 12:30:00;16.06.2024 12:45:00;-8.84;-8.84;;-8.84;-8.84;
16.06.2024 12:30:00;16.06.2024 13:00:00;;;-10.18;;;
16.06.2024 12:45:00;16.06.2024 13:00:00;-11.52;-11.52;;-11.52;-11.52;
16.06.2024 13:00:00;16.06.2024 13:15:00;-10.53;-10.53;;-10.53;-10.53;
16.06.2024 13:00:00;16.06.2024 13:30:00;;;-14.49;;;
16.06.2024 13:00:00;16.06.2024 14:00:00;;;;;;82.8
16.06.2024 13:15:00;16.06.2024 13:30:00;-18.44;-18.44;;-18.44;-18.44;
16.06.2024 13:30:00;16.06.2024 13:45:00;-14.77;-14.77;;-14.77;-14.77;
16.06.2024 13:30:00;16.06.2024 14:00:00;;;-19.4;;;
16.06.2024 13:45:00;16.06.2024 14:00:00;-24.03;-24.03;;-24.03;-24.03;
16.06.2024 14:00:00;16.06.2024 14:15:00;-25.32;-25.32;;-25.32;-25.32;
16.06.2024 14:00:00;16.06.2024 14:30:00;;;-20.66;;;
16.06.2024 14:00:00;16.06.2024 15:00:00;;;;;;86.29
16.06.2024 14:15:00;16.06.2024 14:30:00;-16;-16;;-16;-16;
16.06.2024 14:30:00;16.06.2024 14:45:00;-19.2;-26.01;;-26.01;-26.01;
16.06.2024 14:30:00;16.06.2024 15:00:00;;;-22.69;;;
16.06.2024 14:45:00;16.06.2024 15:00:00;-8.28;-19.38;;-19.38;-19.38;
16.06.2024 15:00:00;16.06.2024 15:15:00;-29.33;-29.33;;-29.33;-29.33;
16.06.2024 15:00:00;16.06.2024 15:30:00;;;-20.4;;;
16.06.2024 15:00:00;16.06.2024 16:00:00;;;;;;86.29
16.06.2024 15:15:00;16.06.2024 15:30:00;-11.46;-11.46;;-11.46;-11.46;
16.06.2024 15:30:00;16.06.2024 15:45:00;-9.37;-15.73;;-15.73;-15.73;
16.06.2024 15:30:00;16.06.2024 16:00:00;;;-14.84;;;
16.06.2024 15:45:00;16.06.2024 16:00:00;0.29;-13.95;;-13.95;-13.95;
16.06.2024 16:00:00;16.06.2024 16:15:00;-25.45;-25.45;;-25.45;-25.45;
16.06.2024 16:00:00;16.06.2024 16:30:00;;;-13.01;;;
16.06.2024 16:00:00;16.06.2024 17:00:00;;;;;;100.69
16.06.2024 16:15:00;16.06.2024 16:30:00;-0.57;-0.57;;-0.57;-0.57;
16.06.2024 16:30:00;16.06.2024 16:45:00;-14.53;-14.53;;-14.53;-14.53;
16.06.2024 16:30:00;16.06.2024 17:00:00;;;-4.49;;;
16.06.2024 16:45:00;16.06.2024 17:00:00;5.55;5.55;;5.55;5.55;
16.06.2024 17:00:00;16.06.2024 17:15:00;-23.72;-23.72;;-23.72;-23.72;
16.06.2024 17:00:00;16.06.2024 17:30:00;;;-7.55;;;
16.06.2024 17:00:00;16.06.2024 18:00:00;;;;;;124.93
16.06.2024 17:15:00;16.06.2024 17:30:00;8.63;8.63;;8.63;8.63;
16.06.2024 17:30:00;16.06.2024 17:45:00;5;5;;5;5;
16.06.2024 17:30:00;16.06.2024 18:00:00;;;5.85;;;
16.06.2024 17:45:00;16.06.2024 18:00:00;42.09;42.09;;42.09;42.09;
16.06.2024 18:00:00;16.06.2024 18:15:00;15.23;-9.55;;2.58;2.58;
16.06.2024 18:00:00;16.06.2024 18:30:00;;;9.66;;;
16.06.2024 18:00:00;16.06.2024 19:00:00;;;;;;111.23
16.06.2024 18:15:00;16.06.2024 18:30:00;46.94;28.88;;28.88;28.88;
16.06.2024 18:30:00;16.06.2024 18:45:00;86.4;62.05;;66.31;66.31;
16.06.2024 18:30:00;16.06.2024 19:00:00;;;8.54;;;
16.06.2024 18:45:00;16.06.2024 19:00:00;106;92;;96.13;96.13;
16.06.2024 19:00:00;16.06.2024 19:15:00;65.5;-2.25;;65.5;65.5;
16.06.2024 19:00:00;16.06.2024 19:30:00;;;30.87;;;
16.06.2024 19:00:00;16.06.2024 20:00:00;;;;;;132.95
16.06.2024 19:15:00;16.06.2024 19:30:00;80.02;64;;80.02;64;
16.06.2024 19:30:00;16.06.2024 19:45:00;95;95;;95;95;
16.06.2024 19:30:00;16.06.2024 20:00:00;;;35.13;;;
16.06.2024 19:45:00;16.06.2024 20:00:00;125.77;125.77;;125.77;125.77;
16.06.2024 20:00:00;16.06.2024 20:15:00;79.72;18.19;;79.72;79.72;
16.06.2024 20:00:00;16.06.2024 20:30:00;;;28.2;;;
16.06.2024 20:00:00;16.06.2024 21:00:00;;;;;;150.87
16.06.2024 20:15:00;16.06.2024 20:30:00;89.07;89.07;;89.07;89.07;
16.06.2024 20:30:00;16.06.2024 20:45:00;100;100;;100;100;
16.06.2024 20:30:00;16.06.2024 21:00:00;;;37.6;;;
16.06.2024 20:45:00;16.06.2024 21:00:00;121.6;121.6;;121.6;121.6;
16.06.2024 21:00:00;16.06.2024 21:15:00;108.27;67.3;;108.27;108.27;
16.06.2024 21:00:00;16.06.2024 21:30:00;;;32.51;;;
16.06.2024 21:00:00;16.06.2024 22:00:00;;;;;;160.24
16.06.2024 21:15:00;16.06.2024 21:30:00;104.47;104.47;;104.47;104.47;
16.06.2024 21:30:00;16.06.2024 21:45:00;110.11;112;;112;112;
16.06.2024 21:30:00;16.06.2024 22:00:00;;;42.03;;;
16.06.2024 21:45:00;16.06.2024 22:00:00;95.71;109.18;;109.18;109.18;
16.06.2024 22:00:00;16.06.2024 22:15:00;135.17;135.17;;135.17;135.17;
16.06.2024 22:00:00;16.06.2024 22:30:00;;;30.28;;;
16.06.2024 22:00:00;16.06.2024 23:00:00;;;;;;139
16.06.2024 22:15:00;16.06.2024 22:30:00;106.91;106.91;;106.91;106.91;
16.06.2024 22:30:00;16.06.2024 22:45:00;104.35;104.35;;104.35;104.35;
16.06.2024 22:30:00;16.06.2024 23:00:00;;;62.24;;;
16.06.2024 22:45:00;16.06.2024 23:00:00;86.1;55;;98.62;98.62;
16.06.2024 23:00:00;16.06.2024 23:15:00;97.07;102.75;;97.07;102.75;
16.06.2024 23:00:00;16.06.2024 23:30:00;;;45.99;;;
16.06.2024 23:00:00;17.06.2024 00:00:00;;;;;;111.57
16.06.2024 23:15:00;16.06.2024 23:30:00;86.7;94;;86.7;94;
16.06.2024 23:30:00;16.06.2024 23:45:00;81.2;84;;81.2;84;
16.06.2024 23:30:00;17.06.2024 00:00:00;;;41.55;;;
16.06.2024 23:45:00;17.06.2024 00:00:00;78.6;61;;78.6;90;
17.06.2024 12:00:00;17.06.2024 12:15:00;47.6;31.69;;61.34;31.69;
17.06.2024 12:00:00;17.06.2024 12:30:00;;;16.19;;;
17.06.2024 12:00:00;17.06.2024 13:00:00;;;;;;60
17.06.2024 12:15:00;17.06.2024 12:30:00;30.7;0.69;;49.46;0.69;
17.06.2024 12:30:00;17.06.2024 12:45:00;32.4;26.06;;26.06;26.06;
17.06.2024 12:30:00;17.06.2024 13:00:00;;;20.63;;;
17.06.2024 12:45:00;17.06.2024 13:00:00;16.4;15.2;;19.35;15.2;
17.06.2024 13:00:00;17.06.2024 13:15:00;42.8;19.91;;50.25;19.91;
17.06.2024 13:00:00;17.06.2024 13:30:00;;;11.16;;;
17.06.2024 13:00:00;17.06.2024 14:00:00;;;;;;43.32
17.06.2024 13:15:00;17.06.2024 13:30:00;41.75;2.41;;40.93;2.41;
17.06.2024 13:30:00;17.06.2024 13:45:00;34.68;12.9;;28.22;12.9;
17.06.2024 13:30:00;17.06.2024 14:00:00;;;10.65;;;
17.06.2024 13:45:00;17.06.2024 14:00:00;22.3;8.4;;13.93;8.4;
17.06.2024 14:00:00;17.06.2024 14:15:00;13.3;9;;14.55;9;
17.06.2024 14:00:00;17.06.2024 14:30:00;;;6.23;;;
17.06.2024 14:00:00;17.06.2024 15:00:00;;;;;;73.6
17.06.2024 14:15:00;17.06.2024 14:30:00;21.76;13;;21.76;13;
17.06.2024 14:30:00;17.06.2024 14:45:00;43.45;25.5;;47.42;25.5;
17.06.2024 14:30:00;17.06.2024 15:00:00;;;0.82;;;
17.06.2024 14:45:00;17.06.2024 15:00:00;54.3;35;;57.32;35;
17.06.2024 15:00:00;17.06.2024 15:15:00;-10.8;-8;;22.3;-8;
17.06.2024 15:00:00;17.06.2024 15:30:00;;;7.44;;;
17.06.2024 15:00:00;17.06.2024 16:00:00;;;;;;97.95
17.06.2024 15:15:00;17.06.2024 15:30:00;31.45;22.88;;28.7;22.88;
17.06.2024 15:30:00;17.06.2024 15:45:00;46.5;27.5;;53.86;27.5;
17.06.2024 15:30:00;17.06.2024 16:00:00;;;7.06;;;
17.06.2024 15:45:00;17.06.2024 16:00:00;70.05;67.93;;67.93;67.93;
17.06.2024 16:00:00;17.06.2024 16:15:00;26.72;-9.63;;34.34;-1.9;
17.06.2024 16:00:00;17.06.2024 16:30:00;;;9.24;;;
17.06.2024 16:00:00;17.06.2024 17:00:00;;;;;;116.79
17.06.2024 16:15:00;17.06.2024 16:30:00;51.33;28.1;;51.33;28.1;
17.06.2024 16:30:00;17.06.2024 16:45:00;56.41;26;;55.8;49;
17.06.2024 16:30:00;17.06.2024 17:00:00;;;9.36;;;
17.06.2024 16:45:00;17.06.2024 17:00:00;82.09;75.07;;75.07;75.07;
17.06.2024 17:00:00;17.06.2024 17:15:00;21.04;17.1;;55.02;18.47;
17.06.2024 17:00:00;17.06.2024 17:30:00;;;32.51;;;
17.06.2024 17:00:00;17.06.2024 18:00:00;;;;;;128.13
17.06.2024 17:15:00;17.06.2024 17:30:00;61.79;8;;67.3;37;
17.06.2024 17:30:00;17.06.2024 17:45:00;87.99;35.3;;97.35;77;
17.06.2024 17:30:00;17.06.2024 18:00:00;;;34.76;;;
17.06.2024 17:45:00;17.06.2024 18:00:00;131.53;99.4;;115.5;108;
17.06.2024 18:00:00;17.06.2024 18:15:00;43;50.5;;77.61;77.61;
17.06.2024 18:00:00;17.06.2024 18:30:00;;;36.29;;;
17.06.2024 18:00:00;17.06.2024 19:00:00;;;;;;169.85
17.06.2024 18:15:00;17.06.2024 18:30:00;68.51;79.61;;79.61;79.61;
17.06.2024 18:30:00;17.06.2024 18:45:00;93.16;75.78;;122.1;75.78;
17.06.2024 18:30:00;17.06.2024 19:00:00;;;58.91;;;
17.06.2024 18:45:00;17.06.2024 19:00:00;139.46;63;;157.1;63;
17.06.2024 19:00:00;17.06.2024 19:15:00;75.54;81.29;;81.29;81.29;
17.06.2024 19:00:00;17.06.2024 19:30:00;;;49.54;;;
17.06.2024 19:00:00;17.06.2024 20:00:00;;;;;;260.46
17.06.2024 19:15:00;17.06.2024 19:30:00;85.98;85.98;;85.98;85.98;
17.06.2024 19:30:00;17.06.2024 19:45:00;124.45;102.9;;176.8;176.8;
17.06.2024 19:30:00;17.06.2024 20:00:00;;;66.66;;;
17.06.2024 19:45:00;17.06.2024 20:00:00;171.07;133.8;;269.22;269.22;
17.06.2024 20:00:00;17.06.2024 20:15:00;120.48;126;;172.37;126;
17.06.2024 20:00:00;17.06.2024 20:30:00;;;63.84;;;
17.06.2024 20:00:00;17.06.2024 21:00:00;;;;;;288.35
17.06.2024 20:15:00;17.06.2024 20:30:00;135;125;;211.35;145.5;
17.06.2024 20:30:00;17.06.2024 20:45:00;137.73;181.3;;262.67;181.5;
17.06.2024 20:30:00;17.06.2024 21:00:00;;;49.16;;;
17.06.2024 20:45:00;17.06.2024 21:00:00;139.38;190.25;;271.29;275;
17.06.2024 21:00:00;17.06.2024 21:15:00;194.44;179;;286.12;154.42;
17.06.2024 21:00:00;17.06.2024 21:30:00;;;59.96;;;
17.06.2024 21:00:00;17.06.2024 22:00:00;;;;;;270.27
17.06.2024 21:15:00;17.06.2024 21:30:00;134.42;154;;266.12;126.42;
17.06.2024 21:30:00;17.06.2024 21:45:00;87.52;114.05;;114.05;250;
17.06.2024 21:30:00;17.06.2024 22:00:00;;;99.24;;;
17.06.2024 21:45:00;17.06.2024 22:00:00;54.37;105;;114.55;250;
17.06.2024 22:00:00;17.06.2024 22:15:00;142.46;118;;159.5;96.08;
17.06.2024 22:00:00;17.06.2024 22:30:00;;;60.12;;;
17.06.2024 22:00:00;17.06.2024 23:00:00;;;;;;173.92
17.06.2024 22:15:00;17.06.2024 22:30:00;123.24;109;;117.79;95;
17.06.2024 22:30:00;17.06.2024 22:45:00;98.34;88;;105.39;81;
17.06.2024 22:30:00;17.06.2024 23:00:00;;;132.48;;;
17.06.2024 22:45:00;17.06.2024 23:00:00;75.37;90;;88.4;199;
17.06.2024 23:00:00;17.06.2024 23:15:00;133.12;133.12;;133.12;133.12;
17.06.2024 23:00:00;17.06.2024 23:30:00;;;88.66;;;
17.06.2024 23:00:00;18.06.2024 00:00:00;;;;;;111.65
17.06.2024 23:15:00;17.06.2024 23:30:00;105.7;106;;105.7;120.68;
17.06.2024 23:30:00;17.06.2024 23:45:00;94.7;77;;94.7;100;
17.06.2024 23:30:00;18.06.2024 00:00:00;;;57.74;;;
17.06.2024 23:45:00;18.06.2024 00:00:00;83.28;57;;83.28;89;
18.06.2024 12:00:00;18.06.2024 12:15:00;64.8;86;;69.25;86;
18.06.2024 12:00:00;18.06.2024 12:30:00;;;47.94;;;
18.06.2024 12:00:00;18.06.2024 13:00:00;;;;;;74.5
18.06.2024 12:15:00;18.06.2024 12:30:00;50.17;100;;61.1;100;
18.06.2024 12:30:00;18.06.2024 12:45:00;45.67;105.4;;59.94;105.4;
18.06.2024 12:30:00;18.06.2024 13:00:00;;;52.06;;;
18.06.2024 12:45:00;18.06.2024 13:00:00;39.37;112.1;;59.02;112.1;
18.06.2024 13:00:00;18.06.2024 13:15:00;50.31;81.05;;52.82;82;
18.06.2024 13:00:00;18.06.2024 13:30:00;;;59.92;;;
18.06.2024 13:00:00;18.06.2024 14:00:00;;;;;;73
18.06.2024 13:15:00;18.06.2024 13:30:00;49.01;80;;56.58;120;
18.06.2024 13:30:00;18.06.2024 13:45:00;48.29;93;;60.42;118.4;
