Delivery Start (CET);Delivery End (CET);AT Price (EUR);BE Price (EUR);FR Price (EUR);GER Price (EUR);NL Price (EUR);PL Price (EUR)
14.06.2024 13:00:00;14.06.2024 14:00:00;;;;;;60.1
14.06.2024 13:15:00;14.06.2024 13:30:00;52.22;50;;52.22;50;
14.06.2024 13:30:00;14.06.2024 13:45:00;33.41;29.22;;33.41;29.22;
14.06.2024 13:30:00;14.06.2024 14:00:00;;;-19.63;;;
14.06.2024 13:45:00;14.06.2024 14:00:00;18.78;18.78;;18.78;18.78;
14.06.2024 14:00:00;14.06.2024 14:15:00;28.49;28.49;;28.49;28.49;
14.06.2024 14:00:00;14.06.2024 14:30:00;;;0.3;;;
14.06.2024 14:00:00;14.06.2024 15:00:00;;;;;;58.76
14.06.2024 14:15:00;14.06.2024 14:30:00;30.75;30.75;;30.75;30.75;
14.06.2024 14:30:00;14.06.2024 14:45:00;38;38;;38;38;
14.06.2024 14:30:00;14.06.2024 15:00:00;;;-2.16;;;
14.06.2024 14:45:00;14.06.2024 15:00:00;45.31;45.31;;45.31;45.31;
14.06.2024 15:00:00;14.06.2024 15:15:00;24.9;10;;20.79;10;
14.06.2024 15:00:00;14.06.2024 15:30:00;;;-0.84;;;
14.06.2024 15:00:00;14.06.2024 16:00:00;;;;;;51.36
14.06.2024 15:15:00;14.06.2024 15:30:00;37.98;12.71;;37.98;12.71;
14.06.2024 15:30:00;14.06.2024 15:45:00;55.78;33;;48.58;33;
14.06.2024 15:30:00;14.06.2024 16:00:00;;;-1.16;;;
14.06.2024 15:45:00;14.06.2024 16:00:00;86.78;44;;49.45;44;
14.06.2024 16:00:00;14.06.2024 16:15:00;33.35;33.35;;33.35;33.35;
14.06.2024 16:00:00;14.06.2024 16:30:00;;;-1.22;;;
14.06.2024 16:00:00;14.06.2024 17:00:00;;;;;;64.14
14.06.2024 16:15:00;14.06.2024 16:30:00;55.34;55.34;;55.34;55.34;
14.06.2024 16:30:00;14.06.2024 16:45:00;71.96;62.25;;62.25;62.25;
14.06.2024 16:30:00;14.06.2024 17:00:00;;;0.02;;;
14.06.2024 16:45:00;14.06.2024 17:00:00;95.91;66.82;;66.82;66.82;
14.06.2024 17:00:00;14.06.2024 17:15:00;55.07;55.07;;55.07;55.07;
14.06.2024 17:00:00;14.06.2024 17:30:00;;;1.32;;;
14.06.2024 17:00:00;14.06.2024 18:00:00;;;;;;80.38
14.06.2024 17:15:00;14.06.2024 17:30:00;69.14;69.14;;69.14;69.14;
14.06.2024 17:30:00;14.06.2024 17:45:00;80.71;80.71;;80.71;80.71;
14.06.2024 17:30:00;14.06.2024 18:00:00;;;-1.34;;;
14.06.2024 17:45:00;14.06.2024 18:00:00;116.58;90;;90;90;
14.06.2024 18:00:00;14.06.2024 18:15:00;73.15;-34.9;;73.15;73.15;
14.06.2024 18:00:00;14.06.2024 18:30:00;;;-0.8;;;
14.06.2024 18:00:00;14.06.2024 19:00:00;;;;;;112.42
14.06.2024 18:15:00;14.06.2024 18:30:00;100.85;54;;90.41;90.41;
14.06.2024 18:30:00;14.06.2024 18:45:00;125.9;89.9;;104.8;104.8;
14.06.2024 18:30:00;14.06.2024 19:00:00;;;0.8;;;
14.06.2024 18:45:00;14.06.2024 19:00:00;149.78;112.04;;112.04;112.04;
14.06.2024 19:00:00;14.06.2024 19:15:00;61.11;25;;124.97;124.97;
14.06.2024 19:00:00;14.06.2024 19:30:00;;;7.37;;;
14.06.2024 19:00:00;14.06.2024 20:00:00;;;;;;137.34
14.06.2024 19:15:00;14.06.2024 19:30:00;92.17;89;;131.25;131.25;
14.06.2024 19:30:00;14.06.2024 19:45:00;108.23;130;;139.04;139.04;
14.06.2024 19:30:00;14.06.2024 20:00:00;;;8.03;;;
14.06.2024 19:45:00;14.06.2024 20:00:00;118.08;154.1;;154.1;154.1;
14.06.2024 20:00:00;14.06.2024 20:15:00;119.75;109;;130.07;130.07;
14.06.2024 20:00:00;14.06.2024 20:30:00;;;29.95;;;
14.06.2024 20:00:00;14.06.2024 21:00:00;;;;;;137.1
14.06.2024 20:15:00;14.06.2024 20:30:00;110.3;120;;130.01;130.01;
14.06.2024 20:30:00;14.06.2024 20:45:00;107.93;130.07;;130.07;130.07;
14.06.2024 20:30:00;14.06.2024 21:00:00;;;0.92;;;
14.06.2024 20:45:00;14.06.2024 21:00:00;107.72;129.17;;129.17;129.17;
14.06.2024 21:00:00;14.06.2024 21:15:00;148.86;148.86;;148.86;148.86;
14.06.2024 21:00:00;14.06.2024 21:30:00;;;14;;;
14.06.2024 21:00:00;14.06.2024 22:00:00;;;;;;118.34
14.06.2024 21:15:00;14.06.2024 21:30:00;118.68;113;;118.68;118.68;
14.06.2024 21:30:00;14.06.2024 21:45:00;93.48;103;;112.11;112.11;
14.06.2024 21:30:00;14.06.2024 22:00:00;;;15.93;;;
14.06.2024 21:45:00;14.06.2024 22:00:00;58.99;73.85;;93.73;93.73;
14.06.2024 22:00:00;14.06.2024 22:15:00;112.01;112.01;;112.01;112.01;
14.06.2024 22:00:00;14.06.2024 22:30:00;;;15.8;;;
14.06.2024 22:00:00;14.06.2024 23:00:00;;;;;;94.1
14.06.2024 22:15:00;14.06.2024 22:30:00;105.71;105.71;;105.71;105.71;
14.06.2024 22:30:00;14.06.2024 22:45:00;89.62;89.62;;89.62;89.62;
14.06.2024 22:30:00;14.06.2024 23:00:00;;;54.47;;;
14.06.2024 22:45:00;14.06.2024 23:00:00;69.06;69.06;;69.06;69.06;
14.06.2024 23:00:00;14.06.2024 23:15:00;85.28;85.28;;85.28;85.28;
14.06.2024 23:00:00;14.06.2024 23:30:00;;;38.57;;;
14.06.2024 23:00:00;15.06.2024 00:00:00;;;;;;70.98
14.06.2024 23:15:00;14.06.2024 23:30:00;76.82;76.82;;76.82;76.82;
14.06.2024 23:30:00;14.06.2024 23:45:00;67.77;67.77;;67.77;67.77;
14.06.2024 23:30:00;15.06.2024 00:00:00;;;16.8;;;
14.06.2024 23:45:00;15.06.2024 00:00:00;54.04;52.86;;52.86;62.13;
15.06.2024 00:00:00;15.06.2024 00:15:00;80.93;126;;80.93;126;
15.06.2024 00:00:00;15.06.2024 00:30:00;;;44.98;;;
15.06.2024 00:00:00;15.06.2024 01:00:00;;;;;;65.77
15.06.2024 00:15:00;15.06.2024 00:30:00;73.73;104.11;;73.73;104.11;
15.06.2024 00:30:00;15.06.2024 00:45:00;61.94;67;;61.94;67;
15.06.2024 00:30:00;15.06.2024 01:00:00;;;10.64;;;
15.06.2024 00:45:00;15.06.2024 01:00:00;46.49;62.89;;46.49;62.89;
15.06.2024 01:00:00;15.06.2024 01:15:00;68.86;107.01;;68.86;107.01;
15.06.2024 01:00:00;15.06.2024 01:30:00;;;9.85;;;
15.06.2024 01:00:00;15.06.2024 02:00:00;;;;;;50.29
15.06.2024 01:15:00;15.06.2024 01:30:00;61.95;100.52;;61.95;100.52;
15.06.2024 01:30:00;15.06.2024 01:45:00;43.47;54;;43.47;54;
15.06.2024 01:30:00;15.06.2024 02:00:00;;;9.45;;;
15.06.2024 01:45:00;15.06.2024 02:00:00;26.87;26.87;;26.87;45.9;
15.06.2024 02:00:00;15.06.2024 02:15:00;50.63;144.01;;50.63;117;
15.06.2024 02:00:00;15.06.2024 02:30:00;;;8.04;;;
15.06.2024 02:00:00;15.06.2024 03:00:00;;;;;;41.82
15.06.2024 02:15:00;15.06.2024 02:30:00;43.47;73.39;;43.47;91;
15.06.2024 02:30:00;15.06.2024 02:45:00;38.44;4.61;;38.44;74;
15.06.2024 02:30:00;15.06.2024 03:00:00;;;5.3;;;
15.06.2024 02:45:00;15.06.2024 03:00:00;34.73;5.99;;34.73;74;
15.06.2024 03:00:00;15.06.2024 03:15:00;48.41;48.41;;48.41;48.41;
15.06.2024 03:00:00;15.06.2024 03:30:00;;;4.65;;;
15.06.2024 03:00:00;15.06.2024 04:00:00;;;;;;60.29
15.06.2024 03:15:00;15.06.2024 03:30:00;42.11;42.11;;42.11;42.11;
15.06.2024 03:30:00;15.06.2024 03:45:00;38.61;37.39;;38.61;38.61;
15.06.2024 03:30:00;15.06.2024 04:00:00;;;4.34;;;
15.06.2024 03:45:00;15.06.2024 04:00:00;22.96;4.89;;22.96;22.96;
15.06.2024 04:00:00;15.06.2024 04:15:00;42.72;25.71;;42.72;42.72;
15.06.2024 04:00:00;15.06.2024 04:30:00;;;4.86;;;
15.06.2024 04:00:00;15.06.2024 05:00:00;;;;;;99.84
15.06.2024 04:15:00;15.06.2024 04:30:00;34.25;-15.99;;34.25;34.25;
15.06.2024 04:30:00;15.06.2024 04:45:00;23.38;5.17;;23.38;23.38;
15.06.2024 04:30:00;15.06.2024 05:00:00;;;4.08;;;
15.06.2024 04:45:00;15.06.2024 05:00:00;18.41;3;;18.41;18.41;
15.06.2024 05:00:00;15.06.2024 05:15:00;34.18;30.51;;34.18;34.18;
15.06.2024 05:00:00;15.06.2024 05:30:00;;;4.99;;;
15.06.2024 05:00:00;15.06.2024 06:00:00;;;;;;99.6
15.06.2024 05:15:00;15.06.2024 05:30:00;7.96;-20.52;;7.96;7.96;
15.06.2024 05:30:00;15.06.2024 05:45:00;9.44;-3.76;;9.44;9.44;
15.06.2024 05:30:00;15.06.2024 06:00:00;;;1.61;;;
15.06.2024 05:45:00;15.06.2024 06:00:00;6.98;6.98;;6.98;6.98;
15.06.2024 06:00:00;15.06.2024 06:15:00;16.09;16.09;;16.09;16.09;
15.06.2024 06:00:00;15.06.2024 06:30:00;;;1.59;;;
15.06.2024 06:00:00;15.06.2024 07:00:00;;;;;;90.32
15.06.2024 06:15:00;15.06.2024 06:30:00;2.92;-12.9;;2.92;2.92;
15.06.2024 06:30:00;15.06.2024 06:45:00;6.46;6.46;;6.46;6.46;
15.06.2024 06:30:00;15.06.2024 07:00:00;;;1.07;;;
15.06.2024 06:45:00;15.06.2024 07:00:00;-2.41;-4.32;;-2.41;-2.41;
15.06.2024 07:00:00;15.06.2024 07:15:00;12.74;12.74;;12.74;12.74;
15.06.2024 07:00:00;15.06.2024 07:30:00;;;5.16;;;
15.06.2024 07:00:00;15.06.2024 08:00:00;;;;;;77.57
15.06.2024 07:15:00;15.06.2024 07:30:00;-2.41;-2.41;;-2.41;-2.41;
15.06.2024 07:30:00;15.06.2024 07:45:00;4.52;4.52;;4.52;4.52;
15.06.2024 07:30:00;15.06.2024 08:00:00;;;0.05;;;
15.06.2024 07:45:00;15.06.2024 08:00:00;-4.41;-4.41;;-4.41;-4.41;
15.06.2024 08:00:00;15.06.2024 08:15:00;16.7;16.7;;16.7;16.7;
15.06.2024 08:00:00;15.06.2024 08:30:00;;;3.83;;;
15.06.2024 08:00:00;15.06.2024 09:00:00;;;;;;59.64
15.06.2024 08:15:00;15.06.2024 08:30:00;-4.44;-9.05;;-4.44;-9.05;
15.06.2024 08:30:00;15.06.2024 08:45:00;0.76;0.76;;0.76;0.76;
15.06.2024 08:30:00;15.06.2024 09:00:00;;;0.05;;;
15.06.2024 08:45:00;15.06.2024 09:00:00;-0.66;-21.9;;-0.66;-21.9;
15.06.2024 09:00:00;15.06.2024 09:15:00;12.12;12.12;;12.12;12.12;
15.06.2024 09:00:00;15.06.2024 09:30:00;;;1.11;;;
15.06.2024 09:00:00;15.06.2024 10:00:00;;;;;;64.8
15.06.2024 09:15:00;15.06.2024 09:30:00;-9.9;-9.9;;-9.9;-9.9;
15.06.2024 09:30:00;15.06.2024 09:45:00;7.56;7.56;;7.56;7.56;
15.06.2024 09:30:00;15.06.2024 10:00:00;;;3.65;;;
15.06.2024 09:45:00;15.06.2024 10:00:00;-0.26;-0.26;;-0.26;-0.26;
15.06.2024 10:00:00;15.06.2024 10:15:00;9;9;;9;9;
15.06.2024 10:00:00;15.06.2024 10:30:00;;;-4.18;;;
15.06.2024 10:00:00;15.06.2024 11:00:00;;;;;;53.6
15.06.2024 10:15:00;15.06.2024 10:30:00;-17.36;-17.36;;-17.36;-17.36;
15.06.2024 10:30:00;15.06.2024 10:45:00;-0.13;-0.13;;-0.13;-0.13;
15.06.2024 10:30:00;15.06.2024 11:00:00;;;-14.02;;;
15.06.2024 10:45:00;15.06.2024 11:00:00;-27.91;-27.91;;-27.91;-27.91;
15.06.2024 11:00:00;15.06.2024 11:15:00;-9.97;-9.97;;-9.97;-9.97;
15.06.2024 11:00:00;15.06.2024 11:30:00;;;-26.21;;;
15.06.2024 11:00:00;15.06.2024 12:00:00;;;;;;26.56
15.06.2024 11:15:00;15.06.2024 11:30:00;-42.45;-42.45;;-42.45;-42.45;
15.06.2024 11:30:00;15.06.2024 11:45:00;-26.61;-26.61;;-26.61;-26.61;
15.06.2024 11:30:00;15.06.2024 12:00:00;;;-35.79;;;
15.06.2024 11:45:00;15.06.2024 12:00:00;-44.97;-44.97;;-44.97;-44.97;
15.06.2024 12:00:00;15.06.2024 12:15:00;-19.53;-19.53;;-19.53;-19.53;
15.06.2024 12:00:00;15.06.2024 12:30:00;;;-31.38;;;
15.06.2024 12:00:00;15.06.2024 13:00:00;;;;;;5.65
15.06.2024 12:15:00;15.06.2024 12:30:00;-43.22;-43.22;;-43.22;-43.22;
15.06.2024 12:30:00;15.06.2024 12:45:00;-53.32;-53.32;;-53.32;-53.32;
15.06.2024 12:30:00;15.06.2024 13:00:00;;;-66.62;;;
15.06.2024 12:45:00;15.06.2024 13:00:00;-79.93;-79.93;;-79.93;-79.93;
15.06.2024 13:00:00;15.06.2024 13:15:00;-34.21;-34.21;;-34.21;-34.21;
15.06.2024 13:00:00;15.06.2024 13:30:00;;;-57.07;;;
15.06.2024 13:00:00;15.06.2024 14:00:00;;;;;;21.3
15.06.2024 13:15:00;15.06.2024 13:30:00;-79.93;-79.93;;-79.93;-79.93;
15.06.2024 13:30:00;15.06.2024 13:45:00;-91.02;-91.02;;-91.02;-91.02;
15.06.2024 13:30:00;15.06.2024 14:00:00;;;-87.73;;;
15.06.2024 13:45:00;15.06.2024 14:00:00;-84.44;-84.44;;-84.44;-84.44;
15.06.2024 14:00:00;15.06.2024 14:15:00;-99.38;-99.38;;-99.38;-99.38;
15.06.2024 14:00:00;15.06.2024 14:30:00;;;-96.72;;;
15.06.2024 14:00:00;15.06.2024 15:00:00;;;;;;42.9
15.06.2024 14:15:00;15.06.2024 14:30:00;-94.07;-94.07;;-94.07;-94.07;
15.06.2024 14:30:00;15.06.2024 14:45:00;-83.99;-83.99;;-83.99;-83.99;
15.06.2024 14:30:00;15.06.2024 15:00:00;;;-67.28;;;
15.06.2024 14:45:00;15.06.2024 15:00:00;-50.56;-50.56;;-50.56;-50.56;
15.06.2024 15:00:00;15.06.2024 15:15:00;-83.94;-83.94;;-83.94;-83.94;
15.06.2024 15:00:00;15.06.2024 15:30:00;;;-76.92;;;
15.06.2024 15:00:00;15.06.2024 16:00:00;;;;;;51.63
15.06.2024 15:15:00;15.06.2024 15:30:00;-69.9;-69.9;;-69.9;-69.9;
15.06.2024 15:30:00;15.06.2024 15:45:00;-58.47;-58.47;;-58.47;-58.47;
15.06.2024 15:30:00;15.06.2024 16:00:00;;;-39.23;;;
15.06.2024 15:45:00;15.06.2024 16:00:00;-19.99;-19.99;;-19.99;-19.99;
15.06.2024 16:00:00;15.06.2024 16:15:00;-74.11;-74.11;;-74.11;-74.11;
15.06.2024 16:00:00;15.06.2024 16:30:00;;;-35.5;;;
15.06.2024 16:00:00;15.06.2024 17:00:00;;;;;;78.92
15.06.2024 16:15:00;15.06.2024 16:30:00;-38.6;3.1;;-38.6;3.1;
15.06.2024 16:30:00;15.06.2024 16:45:00;-52.2;-9.9;;-52.2;-9.9;
15.06.2024 16:30:00;15.06.2024 17:00:00;;;-21.1;;;
15.06.2024 16:45:00;15.06.2024 17:00:00;10.01;52;;10.01;54.5;
15.06.2024 17:00:00;15.06.2024 17:15:00;-42.67;-42.67;;-42.67;-42.67;
15.06.2024 17:00:00;15.06.2024 17:30:00;;;-4.99;;;
15.06.2024 17:00:00;15.06.2024 18:00:00;;;;;;131.8
15.06.2024 17:15:00;15.06.2024 17:30:00;8.29;32.7;;8.29;32.7;
15.06.2024 17:30:00;15.06.2024 17:45:00;-22.78;-22.78;;-22.78;-22.78;
15.06.2024 17:30:00;15.06.2024 18:00:00;;;0.11;;;
15.06.2024 17:45:00;15.06.2024 18:00:00;22.99;22.99;;22.99;22.99;
15.06.2024 18:00:00;15.06.2024 18:15:00;-31.91;-31.91;;-31.91;-31.91;
15.06.2024 18:00:00;15.06.2024 18:30:00;;;-0.36;;;
15.06.2024 18:00:00;15.06.2024 19:00:00;;;;;;22.22
15.06.2024 18:15:00;15.06.2024 18:30:00;31.2;31.2;;31.2;31.2;
15.06.2024 18:30:00;15.06.2024 18:45:00;28.94;28;;28.94;28.94;
15.06.2024 18:30:00;15.06.2024 19:00:00;;;4.87;;;
15.06.2024 18:45:00;15.06.2024 19:00:00;60.64;60.64;;60.64;60.64;
15.06.2024 19:00:00;15.06.2024 19:15:00;-12.42;-42.2;;-12.42;-42.2;
15.06.2024 19:00:00;15.06.2024 19:30:00;;;8.3;;;
15.06.2024 19:00:00;15.06.2024 20:00:00;;;;;;131.51
15.06.2024 19:15:00;15.06.2024 19:30:00;21.65;58.8;;21.65;58.8;
15.06.2024 19:30:00;15.06.2024 19:45:00;47.91;25;;47.91;25;
15.06.2024 19:30:00;15.06.2024 20:00:00;;;8.88;;;
15.06.2024 19:45:00;15.06.2024 20:00:00;83.32;87;;83.32;98.85;
15.06.2024 20:00:00;15.06.2024 20:15:00;52.07;-3.11;;52.07;27.66;
15.06.2024 20:00:00;15.06.2024 20:30:00;;;20.05;;;
15.06.2024 20:00:00;15.06.2024 21:00:00;;;;;;72.64
15.06.2024 20:15:00;15.06.2024 20:30:00;51.47;43.2;;51.47;51.47;
15.06.2024 20:30:00;15.06.2024 20:45:00;57.85;57.85;;57.85;57.85;
15.06.2024 20:30:00;15.06.2024 21:00:00;;;21.97;;;
15.06.2024 20:45:00;15.06.2024 21:00:00;63.01;63.01;;63.01;63.01;
15.06.2024 21:00:00;15.06.2024 21:15:00;80.1;14.99;;80.1;57;
15.06.2024 21:00:00;15.06.2024 21:30:00;;;18.87;;;
15.06.2024 21:00:00;15.06.2024 22:00:00;;;;;;111.21
15.06.2024 21:15:00;15.06.2024 21:30:00;56.91;48;;56.91;48;
15.06.2024 21:30:00;15.06.2024 21:45:00;51.5;51.5;;51.5;51.5;
15.06.2024 21:30:00;15.06.2024 22:00:00;;;21.98;;;
15.06.2024 21:45:00;15.06.2024 22:00:00;51.49;50.07;;51.49;50.07;
15.06.2024 22:00:00;15.06.2024 22:15:00;67.3;63.89;;67.3;63.89;
15.06.2024 22:00:00;15.06.2024 22:30:00;;;48.94;;;
15.06.2024 22:00:00;15.06.2024 23:00:00;;;;;;54.62
15.06.2024 22:15:00;15.06.2024 22:30:00;51.45;34;;51.45;34;
15.06.2024 22:30:00;15.06.2024 22:45:00;48;68.23;;48;68.23;
15.06.2024 22:30:00;15.06.2024 23:00:00;;;57.47;;;
15.06.2024 22:45:00;15.06.2024 23:00:00;36.45;46.71;;51.73;46.71;
15.06.2024 23:00:00;15.06.2024 23:15:00;57.97;57.97;;57.97;57.97;
15.06.2024 23:00:00;15.06.2024 23:30:00;;;47.86;;;
15.06.2024 23:00:00;16.06.2024 00:00:00;;;;;;48.7
15.06.2024 23:15:00;15.06.2024 23:30:00;53.23;53.23;;53.23;53.23;
15.06.2024 23:30:00;15.06.2024 23:45:00;48.18;48.18;;48.18;48.18;
15.06.2024 23:30:00;16.06.2024 00:00:00;;;41.66;;;
15.06.2024 23:45:00;16.06.2024 00:00:00;35.42;35.15;;35.42;35.42;
16.06.2024 00:00:00;16.06.2024 00:15:00;56.45;56.45;;56.45;56.45;
16.06.2024 00:00:00;16.06.2024 00:30:00;;;20.83;;;
16.06.2024 00:00:00;16.06.2024 01:00:00;;;;;;117.89
16.06.2024 00:15:00;16.06.2024 00:30:00;42.27;42.27;;42.27;42.27;
16.06.2024 00:30:00;16.06.2024 00:45:00;27.13;27.13;;27.13;27.13;
16.06.2024 00:30:00;16.06.2024 01:00:00;;;5.45;;;
16.06.2024 00:45:00;16.06.2024 01:00:00;6.21;6.21;;6.21;6.21;
16.06.2024 01:00:00;16.06.2024 01:15:00;29.73;29.73;;29.73;29.73;
