Delivery Start (CET);Delivery End (CET);AT Price (EUR);BE Price (EUR);FR Price (EUR);GER Price (EUR);NL Price (EUR);PL Price (EUR)
15.06.2024 03:30:00;15.06.2024 03:45:00;37.89;-7;;15;78;
15.06.2024 03:30:00;15.06.2024 04:00:00;;;-32.91;;;
15.06.2024 03:45:00;15.06.2024 04:00:00;41.95;-11.4;;-5.63;64;
15.06.2024 04:00:00;15.06.2024 04:15:00;39.92;46;;42.54;103.2;
15.06.2024 04:00:00;15.06.2024 04:30:00;;;22.57;;;
15.06.2024 04:00:00;15.06.2024 05:00:00;;;;;;105.6
15.06.2024 04:15:00;15.06.2024 04:30:00;34.99;23.8;;37.54;80.1;
15.06.2024 04:30:00;15.06.2024 04:45:00;34.97;-21.41;;14.6;77.7;
15.06.2024 04:30:00;15.06.2024 05:00:00;;;-22.75;;;
15.06.2024 04:45:00;15.06.2024 05:00:00;35.96;-73;;2.92;2.92;
15.06.2024 05:00:00;15.06.2024 05:15:00;29.91;30.48;;44.96;72;
15.06.2024 05:00:00;15.06.2024 05:30:00;;;8.79;;;
15.06.2024 05:00:00;15.06.2024 06:00:00;;;;;;106.74
15.06.2024 05:15:00;15.06.2024 05:30:00;20.91;-12.9;;20.91;52.04;
15.06.2024 05:30:00;15.06.2024 05:45:00;-1.28;-58;;-1.28;12;
15.06.2024 05:30:00;15.06.2024 06:00:00;;;-24.94;;;
15.06.2024 05:45:00;15.06.2024 06:00:00;-16.44;-72;;-16.44;-16.44;
15.06.2024 06:00:00;15.06.2024 06:15:00;13.13;14;;31.46;31.46;
15.06.2024 06:00:00;15.06.2024 06:30:00;;;6.05;;;
15.06.2024 06:00:00;15.06.2024 07:00:00;;;;;;89.86
15.06.2024 06:15:00;15.06.2024 06:30:00;12.88;-1.9;;12.88;12.88;
15.06.2024 06:30:00;15.06.2024 06:45:00;2.7;1.49;;2.7;2.7;
15.06.2024 06:30:00;15.06.2024 07:00:00;;;-7.67;;;
15.06.2024 06:45:00;15.06.2024 07:00:00;-18.05;-18.05;;-18.05;-18.05;
15.06.2024 07:00:00;15.06.2024 07:15:00;22.18;22.18;;22.18;22.18;
15.06.2024 07:00:00;15.06.2024 07:30:00;;;11.17;;;
15.06.2024 07:00:00;15.06.2024 08:00:00;;;;;;84.75
15.06.2024 07:15:00;15.06.2024 07:30:00;0.15;0.15;;0.15;0.15;
15.06.2024 07:30:00;15.06.2024 07:45:00;-9.15;-2.09;;-2.09;-2.09;
15.06.2024 07:30:00;15.06.2024 08:00:00;;;-10.97;;;
15.06.2024 07:45:00;15.06.2024 08:00:00;-19.84;-19.84;;-19.84;-19.84;
15.06.2024 08:00:00;15.06.2024 08:15:00;18.82;40;;40;40;
15.06.2024 08:00:00;15.06.2024 08:30:00;;;27.53;;;
15.06.2024 08:00:00;15.06.2024 09:00:00;;;;;;45.94
15.06.2024 08:15:00;15.06.2024 08:30:00;0.08;15.07;;15.07;15.07;
15.06.2024 08:30:00;15.06.2024 08:45:00;-9.13;-7.13;;-7.13;-7.13;
15.06.2024 08:30:00;15.06.2024 09:00:00;;;-23.52;;;
15.06.2024 08:45:00;15.06.2024 09:00:00;-39.9;-39.9;;-39.9;-39.9;
15.06.2024 09:00:00;15.06.2024 09:15:00;23.97;33.58;;33.58;33.58;
15.06.2024 09:00:00;15.06.2024 09:30:00;;;16.28;;;
15.06.2024 09:00:00;15.06.2024 10:00:00;;;;;;0.99
15.06.2024 09:15:00;15.06.2024 09:30:00;-1.02;-1.02;;-1.02;-1.02;
15.06.2024 09:30:00;15.06.2024 09:45:00;-14;-14;;-14;-14;
15.06.2024 09:30:00;15.06.2024 10:00:00;;;-26.28;;;
15.06.2024 09:45:00;15.06.2024 10:00:00;-38.56;-38.56;;-38.56;-38.56;
15.06.2024 10:00:00;15.06.2024 10:15:00;12.36;42.84;;42.84;42.84;
15.06.2024 10:00:00;15.06.2024 10:30:00;;;20.91;;;
15.06.2024 10:00:00;15.06.2024 11:00:00;;;;;;-11.52
15.06.2024 10:15:00;15.06.2024 10:30:00;-2.6;-1.01;;-1.01;-1.01;
15.06.2024 10:30:00;15.06.2024 10:45:00;-15.73;-15.73;;-15.73;-15.73;
15.06.2024 10:30:00;15.06.2024 11:00:00;;;-38.11;;;
15.06.2024 10:45:00;15.06.2024 11:00:00;-60.49;-60.49;;-60.49;-60.49;
15.06.2024 11:00:00;15.06.2024 11:15:00;-13.82;20.06;;20.06;20.06;
15.06.2024 11:00:00;15.06.2024 11:30:00;;;8.57;;;
15.06.2024 11:00:00;15.06.2024 12:00:00;;;;;;-12.03
15.06.2024 11:15:00;15.06.2024 11:30:00;-26.01;-2.93;;-2.93;-2.93;
15.06.2024 11:30:00;15.06.2024 11:45:00;-49.32;-30.04;;-30.04;-30.04;
15.06.2024 11:30:00;15.06.2024 12:00:00;;;-56.57;;;
15.06.2024 11:45:00;15.06.2024 12:00:00;-52.45;-83.1;;-83.1;-83.1;
15.06.2024 12:00:00;15.06.2024 12:15:00;-29.08;-1.03;;-1.03;-1.03;
15.06.2024 12:00:00;15.06.2024 12:30:00;;;-7.64;;;
15.06.2024 12:00:00;15.06.2024 13:00:00;;;;;;-12.02
15.06.2024 12:15:00;15.06.2024 12:30:00;-54.84;-14.26;;-14.26;-14.26;
15.06.2024 12:30:00;15.06.2024 12:45:00;-62.24;-50.02;;-50.02;-50.02;
15.06.2024 12:30:00;15.06.2024 13:00:00;;;-13.23;;;
15.06.2024 12:45:00;15.06.2024 13:00:00;-62.25;-95.42;;-95.42;-95.42;
15.06.2024 13:00:00;15.06.2024 13:15:00;-71.3;-25.51;;-25.51;-25.51;
15.06.2024 13:00:00;15.06.2024 13:30:00;;;-48.77;;;
15.06.2024 13:00:00;15.06.2024 14:00:00;;;;;;-11.58
15.06.2024 13:15:00;15.06.2024 13:30:00;-82.33;-72.04;;-72.04;-72.04;
15.06.2024 13:30:00;15.06.2024 13:45:00;-62.2;-95.41;;-95.41;-95.41;
15.06.2024 13:30:00;15.06.2024 14:00:00;;;-102;;;
15.06.2024 13:45:00;15.06.2024 14:00:00;-77.77;-108.6;;-108.6;-108.6;
15.06.2024 14:00:00;15.06.2024 14:15:00;-120.68;-89.05;;-89.05;-89.05;
15.06.2024 14:00:00;15.06.2024 14:30:00;;;-89.56;;;
15.06.2024 14:00:00;15.06.2024 15:00:00;;;;;;-1.12
15.06.2024 14:15:00;15.06.2024 14:30:00;-82.56;-90.07;;-90.07;-90.07;
15.06.2024 14:30:00;15.06.2024 14:45:00;-82.92;-84;;-84;-84;
15.06.2024 14:30:00;15.06.2024 15:00:00;;;-83.05;;;
15.06.2024 14:45:00;15.06.2024 15:00:00;-59.05;-82.11;;-82.11;-82.11;
15.06.2024 15:00:00;15.06.2024 15:15:00;-149.51;-90;;-108.29;-90;
15.06.2024 15:00:00;15.06.2024 15:30:00;;;-42.74;;;
15.06.2024 15:00:00;15.06.2024 16:00:00;;;;;;22.91
15.06.2024 15:15:00;15.06.2024 15:30:00;-72.58;-83.1;;-83.1;-83.1;
15.06.2024 15:30:00;15.06.2024 15:45:00;-47.52;-44.56;;-44.56;-44.56;
15.06.2024 15:30:00;15.06.2024 16:00:00;;;-32.28;;;
15.06.2024 15:45:00;15.06.2024 16:00:00;-9.97;-20;;-2.97;-2.97;
15.06.2024 16:00:00;15.06.2024 16:15:00;-98;-98;;-98;-98;
15.06.2024 16:00:00;15.06.2024 16:30:00;;;-72.75;;;
15.06.2024 16:00:00;15.06.2024 17:00:00;;;;;;86.47
15.06.2024 16:15:00;15.06.2024 16:30:00;-47.5;-47.5;;-47.5;-47.5;
15.06.2024 16:30:00;15.06.2024 16:45:00;-1.07;-1.07;;-1.07;-1.07;
15.06.2024 16:30:00;15.06.2024 17:00:00;;;24.97;;;
15.06.2024 16:45:00;15.06.2024 17:00:00;51;51;;51;51;
15.06.2024 17:00:00;15.06.2024 17:15:00;-55.74;-101.35;;-101.35;-101.35;
15.06.2024 17:00:00;15.06.2024 17:30:00;;;-64.23;;;
15.06.2024 17:00:00;15.06.2024 18:00:00;;;;;;149.41
15.06.2024 17:15:00;15.06.2024 17:30:00;4.93;-27.11;;-27.11;-27.11;
15.06.2024 17:30:00;15.06.2024 17:45:00;32.99;16.06;;16.06;16.06;
15.06.2024 17:30:00;15.06.2024 18:00:00;;;52.99;;;
15.06.2024 17:45:00;15.06.2024 18:00:00;59.98;89.93;;89.93;89.93;
15.06.2024 18:00:00;15.06.2024 18:15:00;-22.25;-108.57;;-108.57;-108.57;
15.06.2024 18:00:00;15.06.2024 18:30:00;;;-64.27;;;
15.06.2024 18:00:00;15.06.2024 19:00:00;;;;;;103.45
15.06.2024 18:15:00;15.06.2024 18:30:00;22.41;-19.96;;-19.96;-19.96;
15.06.2024 18:30:00;15.06.2024 18:45:00;24.4;35.54;;41.78;41.78;
15.06.2024 18:30:00;15.06.2024 19:00:00;;;65.15;;;
15.06.2024 18:45:00;15.06.2024 19:00:00;57.41;94.75;;94.75;94.75;
15.06.2024 19:00:00;15.06.2024 19:15:00;4.05;-56.6;;-57.7;-40.96;
15.06.2024 19:00:00;15.06.2024 19:30:00;;;-10.49;;;
15.06.2024 19:00:00;15.06.2024 20:00:00;;;;;;133.18
15.06.2024 19:15:00;15.06.2024 19:30:00;45.8;-1;;18.85;7;
15.06.2024 19:30:00;15.06.2024 19:45:00;70.51;61.7;;67.93;61.7;
15.06.2024 19:30:00;15.06.2024 20:00:00;;;24.67;;;
15.06.2024 19:45:00;15.06.2024 20:00:00;97.41;114.8;;113.46;114.8;
15.06.2024 20:00:00;15.06.2024 20:15:00;84.93;-15;;60.99;21;
15.06.2024 20:00:00;15.06.2024 20:30:00;;;33.19;;;
15.06.2024 20:00:00;15.06.2024 21:00:00;;;;;;121.86
15.06.2024 20:15:00;15.06.2024 20:30:00;72.36;8.1;;63.79;52.51;
15.06.2024 20:30:00;15.06.2024 20:45:00;85.74;38.4;;83.54;87.5;
15.06.2024 20:30:00;15.06.2024 21:00:00;;;13.21;;;
15.06.2024 20:45:00;15.06.2024 21:00:00;75.2;63;;89.97;95;
15.06.2024 21:00:00;15.06.2024 21:15:00;105.23;15;;81.16;53;
15.06.2024 21:00:00;15.06.2024 21:30:00;;;25.05;;;
15.06.2024 21:00:00;15.06.2024 22:00:00;;;;;;134.61
15.06.2024 21:15:00;15.06.2024 21:30:00;84.9;39.2;;72.34;69;
15.06.2024 21:30:00;15.06.2024 21:45:00;78.8;29.79;;63.46;82.5;
15.06.2024 21:30:00;15.06.2024 22:00:00;;;30.95;;;
15.06.2024 21:45:00;15.06.2024 22:00:00;63.8;32.1;;63.16;75.62;
15.06.2024 22:00:00;15.06.2024 22:15:00;98.56;72;;98.56;72;
15.06.2024 22:00:00;15.06.2024 22:30:00;;;33.31;;;
15.06.2024 22:00:00;15.06.2024 23:00:00;;;;;;124.39
15.06.2024 22:15:00;15.06.2024 22:30:00;68.12;26;;68.12;48;
15.06.2024 22:30:00;15.06.2024 22:45:00;63.92;75;;63.92;75;
15.06.2024 22:30:00;15.06.2024 23:00:00;;;62.09;;;
15.06.2024 22:45:00;15.06.2024 23:00:00;46.66;49.17;;60.25;49.17;
15.06.2024 23:00:00;15.06.2024 23:15:00;87.44;65.94;;65.94;67;
15.06.2024 23:00:00;15.06.2024 23:30:00;;;60.35;;;
15.06.2024 23:00:00;16.06.2024 00:00:00;;;;;;126.45
15.06.2024 23:15:00;15.06.2024 23:30:00;59.91;54.76;;55.89;55.89;
15.06.2024 23:30:00;15.06.2024 23:45:00;49.94;35.86;;35.86;38;
15.06.2024 23:30:00;16.06.2024 00:00:00;;;23.17;;;
15.06.2024 23:45:00;16.06.2024 00:00:00;25.35;10.47;;10.47;10.47;
16.06.2024 00:00:00;16.06.2024 00:15:00;64.95;66;;64.83;64.83;
16.06.2024 00:00:00;16.06.2024 00:30:00;;;35.7;;;
16.06.2024 00:00:00;16.06.2024 01:00:00;;;;;;107.14
16.06.2024 00:15:00;16.06.2024 00:30:00;57.43;47;;39.99;39.99;
16.06.2024 00:30:00;16.06.2024 00:45:00;31.45;15;;13.1;13.1;
16.06.2024 00:30:00;16.06.2024 01:00:00;;;5.32;;;
16.06.2024 00:45:00;16.06.2024 01:00:00;29;-3.9;;-8.69;-8.69;
16.06.2024 01:00:00;16.06.2024 01:15:00;42.45;37;;40.33;40.33;
16.06.2024 01:00:00;16.06.2024 01:30:00;;;18.34;;;
16.06.2024 01:00:00;16.06.2024 02:00:00;;;;;;75.95
16.06.2024 01:15:00;16.06.2024 01:30:00;22.04;31;;12.98;12.98;
16.06.2024 01:30:00;16.06.2024 01:45:00;15.2;22;;6.66;6.66;
16.06.2024 01:30:00;16.06.2024 02:00:00;;;12.26;;;
16.06.2024 01:45:00;16.06.2024 02:00:00;0.09;-0.9;;-9.97;-9.97;
16.06.2024 02:00:00;16.06.2024 02:15:00;15;15;;15;15;
16.06.2024 02:00:00;16.06.2024 02:30:00;;;15;;;
16.06.2024 02:00:00;16.06.2024 03:00:00;;;;;;75.95
16.06.2024 02:15:00;16.06.2024 02:30:00;15;15;;15;15;
16.06.2024 02:30:00;16.06.2024 02:45:00;4.94;-3.5;;4.94;4.94;
16.06.2024 02:30:00;16.06.2024 03:00:00;;;2;;;
16.06.2024 02:45:00;16.06.2024 03:00:00;0.02;-25.9;;0.02;0.02;
16.06.2024 03:00:00;16.06.2024 03:15:00;23.49;3.68;;3.68;3.68;
16.06.2024 03:00:00;16.06.2024 03:30:00;;;9.42;;;
16.06.2024 03:00:00;16.06.2024 04:00:00;;;;;;69.93
16.06.2024 03:15:00;16.06.2024 03:30:00;4.44;4.44;;4.44;4.44;
16.06.2024 03:30:00;16.06.2024 03:45:00;0.7;5;;5;5;
16.06.2024 03:30:00;16.06.2024 04:00:00;;;3.98;;;
16.06.2024 03:45:00;16.06.2024 04:00:00;-12.54;2.96;;2.96;2.96;
16.06.2024 04:00:00;16.06.2024 04:15:00;0.64;5.1;;5.9;5.9;
16.06.2024 04:00:00;16.06.2024 04:30:00;;;4.36;;;
16.06.2024 04:00:00;16.06.2024 05:00:00;;;;;;50.97
16.06.2024 04:15:00;16.06.2024 04:30:00;1.16;2.82;;2.82;2.82;
16.06.2024 04:30:00;16.06.2024 04:45:00;-13.2;2.41;;2.41;2.41;
16.06.2024 04:30:00;16.06.2024 05:00:00;;;5.04;;;
16.06.2024 04:45:00;16.06.2024 05:00:00;-8.2;7.67;;8.47;8.47;
16.06.2024 05:00:00;16.06.2024 05:15:00;1.24;17.1;;22.58;22.58;
16.06.2024 05:00:00;16.06.2024 05:30:00;;;8.25;;;
16.06.2024 05:00:00;16.06.2024 06:00:00;;;;;;80.96
16.06.2024 05:15:00;16.06.2024 05:30:00;3.35;-0.6;;10.1;10.1;
16.06.2024 05:30:00;16.06.2024 05:45:00;0.09;-2.45;;-2.45;-2.45;
16.06.2024 05:30:00;16.06.2024 06:00:00;;;0.15;;;
16.06.2024 05:45:00;16.06.2024 06:00:00;0.47;-8.45;;-8.45;-8.45;
16.06.2024 06:00:00;16.06.2024 06:15:00;6.32;20;;44.9;44.9;
16.06.2024 06:00:00;16.06.2024 06:30:00;;;9;;;
16.06.2024 06:00:00;16.06.2024 07:00:00;;;;;;63.5
16.06.2024 06:15:00;16.06.2024 06:30:00;12.36;-2;;20.85;20.85;
16.06.2024 06:30:00;16.06.2024 06:45:00;8.07;-1;;1.19;1.19;
16.06.2024 06:30:00;16.06.2024 07:00:00;;;-1;;;
16.06.2024 06:45:00;16.06.2024 07:00:00;-7.91;-1;;-48.1;-48.1;
16.06.2024 07:00:00;16.06.2024 07:15:00;17.6;56;;63.59;56;
16.06.2024 07:00:00;16.06.2024 07:30:00;;;36.88;;;
16.06.2024 07:00:00;16.06.2024 08:00:00;;;;;;27.3
16.06.2024 07:15:00;16.06.2024 07:30:00;10.38;17.77;;22.98;17.77;
16.06.2024 07:30:00;16.06.2024 07:45:00;-9.39;-12.67;;-12.67;-12.67;
16.06.2024 07:30:00;16.06.2024 08:00:00;;;-31.28;;;
16.06.2024 07:45:00;16.06.2024 08:00:00;-23.1;-49.9;;-49.9;-49.9;
16.06.2024 08:00:00;16.06.2024 08:15:00;24.26;79.25;;79.25;79.25;
16.06.2024 08:00:00;16.06.2024 08:30:00;;;46.91;;;
16.06.2024 08:00:00;16.06.2024 09:00:00;;;;;;84.52
16.06.2024 08:15:00;16.06.2024 08:30:00;12.12;14.57;;14.57;14.57;
16.06.2024 08:30:00;16.06.2024 08:45:00;-11;-10.72;;-10.72;-10.72;
16.06.2024 08:30:00;16.06.2024 09:00:00;;;-46.91;;;
16.06.2024 08:45:00;16.06.2024 09:00:00;-49.03;-83.1;;-83.1;-83.1;
16.06.2024 09:00:00;16.06.2024 09:15:00;29.57;45.36;;45.36;45.36;
16.06.2024 09:00:00;16.06.2024 09:30:00;;;22.28;;;
16.06.2024 09:00:00;16.06.2024 10:00:00;;;;;;71.6
16.06.2024 09:15:00;16.06.2024 09:30:00;2.66;-0.8;;-0.8;-0.8;
16.06.2024 09:30:00;16.06.2024 09:45:00;-19.1;-11.46;;-11.46;-11.46;
16.06.2024 09:30:00;16.06.2024 10:00:00;;;-30.28;;;
16.06.2024 09:45:00;16.06.2024 10:00:00;-49.33;-49.1;;-49.1;-49.1;
16.06.2024 10:00:00;16.06.2024 10:15:00;17.82;18.27;;18.27;18.27;
16.06.2024 10:00:00;16.06.2024 10:30:00;;;8.85;;;
16.06.2024 10:00:00;16.06.2024 11:00:00;;;;;;71.31
16.06.2024 10:15:00;16.06.2024 10:30:00;-10.78;-0.58;;-0.58;-0.58;
16.06.2024 10:30:00;16.06.2024 10:45:00;-28.62;-8.91;;-8.91;-8.91;
16.06.2024 10:30:00;16.06.2024 11:00:00;;;-23.47;;;
16.06.2024 10:45:00;16.06.2024 11:00:00;-40.4;-38.03;;-38.03;-38.03;
16.06.2024 11:00:00;16.06.2024 11:15:00;0.48;6.61;;6.61;6.61;
16.06.2024 11:00:00;16.06.2024 11:30:00;;;3.01;;;
16.06.2024 11:00:00;16.06.2024 12:00:00;;;;;;64.54
16.06.2024 11:15:00;16.06.2024 11:30:00;-11.64;-0.58;;-0.58;-0.58;
16.06.2024 11:30:00;16.06.2024 11:45:00;-35.67;-9.73;;-9.73;-9.73;
16.06.2024 11:30:00;16.06.2024 12:00:00;;;-23.01;;;
16.06.2024 11:45:00;16.06.2024 12:00:00;-52.75;-36.3;;-36.3;-36.3;
16.06.2024 12:00:00;16.06.2024 12:15:00;-5.03;12.98;;12.98;12.98;
16.06.2024 12:00:00;16.06.2024 12:30:00;;;5.71;;;
16.06.2024 12:00:00;16.06.2024 13:00:00;;;;;;75.08
16.06.2024 12:15:00;16.06.2024 12:30:00;-19.43;-1.57;;-1.57;-1.57;
16.06.2024 12:30:00;16.06.2024 12:45:00;-36.73;-32;;-32;-32;
16.06.2024 12:30:00;16.06.2024 13:00:00;;;-40.71;;;
16.06.2024 12:45:00;16.06.2024 13:00:00;-49.41;-49.41;;-49.41;-49.41;
16.06.2024 13:00:00;16.06.2024 13:15:00;-23.11;-17.17;;-17.17;-17.17;
16.06.2024 13:00:00;16.06.2024 13:30:00;;;-21.8;;;
16.06.2024 13:00:00;16.06.2024 14:00:00;;;;;;82.64
16.06.2024 13:15:00;16.06.2024 13:30:00;-40.09;-26.43;;-26.43;-26.43;
16.06.2024 13:30:00;16.06.2024 13:45:00;-42.72;-29.97;;-29.97;-29.97;
16.06.2024 13:30:00;16.06.2024 14:00:00;;;-30;;;
16.06.2024 13:45:00;16.06.2024 14:00:00;-54.88;-30.03;;-30.03;-30.03;
16.06.2024 14:00:00;16.06.2024 14:15:00;-60.42;-60.42;;-60.42;-60.42;
16.06.2024 14:00:00;16.06.2024 14:30:00;;;-47.15;;;
16.06.2024 14:00:00;16.06.2024 15:00:00;;;;;;84.44
16.06.2024 14:15:00;16.06.2024 14:30:00;-54.11;-33.89;;-33.89;-33.89;
16.06.2024 14:30:00;16.06.2024 14:45:00;-43.34;-26.09;;-26.09;-26.09;
16.06.2024 14:30:00;16.06.2024 15:00:00;;;-18.05;;;
16.06.2024 14:45:00;16.06.2024 15:00:00;-27.34;-10;;-10;-10;
16.06.2024 15:00:00;16.06.2024 15:15:00;-83.1;-83.1;;-83.1;-83.1;
16.06.2024 15:00:00;16.06.2024 15:30:00;;;-56.98;;;
16.06.2024 15:00:00;16.06.2024 16:00:00;;;;;;83.33
16.06.2024 15:15:00;16.06.2024 15:30:00;-46.08;-30.86;;-30.86;-30.86;
16.06.2024 15:30:00;16.06.2024 15:45:00;-13.73;-0.6;;-0.6;-0.6;
16.06.2024 15:30:00;16.06.2024 16:00:00;;;13.35;;;
16.06.2024 15:45:00;16.06.2024 16:00:00;19.08;27.3;;27.3;27.3;
16.06.2024 16:00:00;16.06.2024 16:15:00;-65.37;-90.42;;-90.42;-90.42;
16.06.2024 16:00:00;16.06.2024 16:30:00;;;-56.6;;;
16.06.2024 16:00:00;16.06.2024 17:00:00;;;;;;85.75
16.06.2024 16:15:00;16.06.2024 16:30:00;-22.78;-22.78;;-22.78;-22.78;
16.06.2024 16:30:00;16.06.2024 16:45:00;0.89;0.89;;0.89;0.89;
16.06.2024 16:30:00;16.06.2024 17:00:00;;;32.6;;;
16.06.2024 16:45:00;16.06.2024 17:00:00;37.45;64.31;;64.31;64.31;
16.06.2024 17:00:00;16.06.2024 17:15:00;-69.36;-151.12;;-151.12;-151.12;
16.06.2024 17:00:00;16.06.2024 17:30:00;;;-87.62;;;
16.06.2024 17:00:00;16.06.2024 18:00:00;;;;;;105.09
16.06.2024 17:15:00;16.06.2024 17:30:00;-24.53;-24.12;;-24.12;-24.12;
16.06.2024 17:30:00;16.06.2024 17:45:00;8.47;36.92;;36.92;36.92;
16.06.2024 17:30:00;16.06.2024 18:00:00;;;102.8;;;
16.06.2024 17:45:00;16.06.2024 18:00:00;59.95;168.68;;168.68;168.68;
16.06.2024 18:00:00;16.06.2024 18:15:00;-22.48;-26;;-151.13;-25;
16.06.2024 18:00:00;16.06.2024 18:30:00;;;-0.6;;;
16.06.2024 18:00:00;16.06.2024 19:00:00;;;;;;109.6
16.06.2024 18:15:00;16.06.2024 18:30:00;44.91;-7;;27.08;16.97;
16.06.2024 18:30:00;16.06.2024 18:45:00;60.57;59;;90.83;59;
16.06.2024 18:30:00;16.06.2024 19:00:00;;;27.17;;;
16.06.2024 18:45:00;16.06.2024 19:00:00;113.8;77.1;;161.28;77.1;
16.06.2024 19:00:00;16.06.2024 19:15:00;1.05;-32.6;;23.46;23.46;
16.06.2024 19:00:00;16.06.2024 19:30:00;;;6.85;;;
16.06.2024 19:00:00;16.06.2024 20:00:00;;;;;;132.94
16.06.2024 19:15:00;16.06.2024 19:30:00;55.04;46.3;;79.59;78.1;
16.06.2024 19:30:00;16.06.2024 19:45:00;69.22;84.56;;105.1;84.56;
16.06.2024 19:30:00;16.06.2024 20:00:00;;;63.35;;;
16.06.2024 19:45:00;16.06.2024 20:00:00;108.66;116;;153.52;116;
16.06.2024 20:00:00;16.06.2024 20:15:00;77.45;-32;;84.07;79.9;
16.06.2024 20:00:00;16.06.2024 20:30:00;;;-3.15;;;
16.06.2024 20:00:00;16.06.2024 21:00:00;;;;;;147.07
16.06.2024 20:15:00;16.06.2024 20:30:00;86.33;65.69;;99.28;92.85;
16.06.2024 20:30:00;16.06.2024 20:45:00;79.42;101.1;;108.36;108.36;
16.06.2024 20:30:00;16.06.2024 21:00:00;;;8.15;;;
16.06.2024 20:45:00;16.06.2024 21:00:00;74.79;130;;148.11;148.11;
16.06.2024 21:00:00;16.06.2024 21:15:00;104.93;77.89;;120.61;103.81;
16.06.2024 21:00:00;16.06.2024 21:30:00;;;35.25;;;
16.06.2024 21:00:00;16.06.2024 22:00:00;;;;;;160.24
16.06.2024 21:15:00;16.06.2024 21:30:00;84.98;84;;110.25;106;
16.06.2024 21:30:00;16.06.2024 21:45:00;68.32;86;;100.52;98;
16.06.2024 21:30:00;16.06.2024 22:00:00;;;24.79;;;
16.06.2024 21:45:00;16.06.2024 22:00:00;49.91;88;;100.19;97.39;
16.06.2024 22:00:00;16.06.2024 22:15:00;104.73;97;;172.32;140;
16.06.2024 22:00:00;16.06.2024 22:30:00;;;-7.5;;;
16.06.2024 22:00:00;16.06.2024 23:00:00;;;;;;130.01
16.06.2024 22:15:00;16.06.2024 22:30:00;87.57;80.29;;118.33;114;
16.06.2024 22:30:00;16.06.2024 22:45:00;73.51;92;;107.09;94;
16.06.2024 22:30:00;16.06.2024 23:00:00;;;90.02;;;
16.06.2024 22:45:00;16.06.2024 23:00:00;66.81;81.11;;95.06;84;
16.06.2024 23:00:00;16.06.2024 23:15:00;111.97;75.19;;111.97;79.9;
16.06.2024 23:00:00;16.06.2024 23:30:00;;;38.66;;;
16.06.2024 23:00:00;17.06.2024 00:00:00;;;;;;95.2
16.06.2024 23:15:00;16.06.2024 23:30:00;92.73;58;;92.73;92.73;
16.06.2024 23:30:00;16.06.2024 23:45:00;84.16;75;;84.16;84.16;
16.06.2024 23:30:00;17.06.2024 00:00:00;;;44.06;;;
16.06.2024 23:45:00;17.06.2024 00:00:00;69.9;78.1;;80.43;80.43;
17.06.2024 00:00:00;17.06.2024 00:15:00;98.7;81;;95.36;95;
17.06.2024 00:00:00;17.06.2024 00:30:00;;;64.33;;;
17.06.2024 00:00:00;17.06.2024 01:00:00;;;;;;80.09
17.06.2024 00:15:00;17.06.2024 00:30:00;74.02;80;;80.02;80;
17.06.2024 00:30:00;17.06.2024 00:45:00;68.44;39;;73.76;67;
17.06.2024 00:30:00;17.06.2024 01:00:00;;;18.85;;;
