Delivery Start (CET);Delivery End (CET);BE Price (EUR)
17.06.2022 03:00:00;17.06.2022 04:00:00;211.51
17.06.2022 04:00:00;17.06.2022 05:00:00;206.86
17.06.2022 05:00:00;17.06.2022 06:00:00;239.91
17.06.2022 06:00:00;17.06.2022 07:00:00;292.34
17.06.2022 07:00:00;17.06.2022 08:00:00;323.31
17.06.2022 08:00:00;17.06.2022 09:00:00;325.7
17.06.2022 09:00:00;17.06.2022 10:00:00;299.07
17.06.2022 10:00:00;17.06.2022 11:00:00;282.38
17.06.2022 11:00:00;17.06.2022 12:00:00;241.6
17.06.2022 12:00:00;17.06.2022 13:00:00;207.58
17.06.2022 13:00:00;17.06.2022 14:00:00;227.74
17.06.2022 14:00:00;17.06.2022 15:00:00;195.8
17.06.2022 15:00:00;17.06.2022 16:00:00;195.79
17.06.2022 16:00:00;17.06.2022 17:00:00;224.06
17.06.2022 17:00:00;17.06.2022 18:00:00;265
17.06.2022 18:00:00;17.06.2022 19:00:00;300.92
17.06.2022 19:00:00;17.06.2022 20:00:00;327.56
17.06.2022 20:00:00;17.06.2022 21:00:00;355.45
17.06.2022 21:00:00;17.06.2022 22:00:00;319.09
17.06.2022 22:00:00;17.06.2022 23:00:00;302.76
17.06.2022 23:00:00;18.06.2022 00:00:00;269.86
18.06.2022 00:00:00;18.06.2022 01:00:00;275.92
18.06.2022 01:00:00;18.06.2022 02:00:00;251.18
18.06.2022 02:00:00;18.06.2022 03:00:00;250
18.06.2022 03:00:00;18.06.2022 04:00:00;239.64
18.06.2022 04:00:00;18.06.2022 05:00:00;247.61
18.06.2022 05:00:00;18.06.2022 06:00:00;231.31
18.06.2022 06:00:00;18.06.2022 07:00:00;230.2
18.06.2022 07:00:00;18.06.2022 08:00:00;230.92
18.06.2022 08:00:00;18.06.2022 09:00:00;224.7
18.06.2022 09:00:00;18.06.2022 10:00:00;230.06
18.06.2022 10:00:00;18.06.2022 11:00:00;205.97
18.06.2022 11:00:00;18.06.2022 12:00:00;196.4
18.06.2022 12:00:00;18.06.2022 13:00:00;177.08
18.06.2022 13:00:00;18.06.2022 14:00:00;141
18.06.2022 14:00:00;18.06.2022 15:00:00;129.2
18.06.2022 15:00:00;18.06.2022 16:00:00;153.21
18.06.2022 16:00:00;18.06.2022 17:00:00;198.08
18.06.2022 17:00:00;18.06.2022 18:00:00;187.23
18.06.2022 18:00:00;18.06.2022 19:00:00;264.61
18.06.2022 19:00:00;18.06.2022 20:00:00;328.01
18.06.2022 20:00:00;18.06.2022 21:00:00;330.47
18.06.2022 21:00:00;18.06.2022 22:00:00;319.21
18.06.2022 22:00:00;18.06.2022 23:00:00;285.08
18.06.2022 23:00:00;19.06.2022 00:00:00;251.45
19.06.2022 00:00:00;19.06.2022 01:00:00;207.07
19.06.2022 01:00:00;19.06.2022 02:00:00;190
19.06.2022 02:00:00;19.06.2022 03:00:00;165.52
19.06.2022 03:00:00;19.06.2022 04:00:00;139.8
19.06.2022 04:00:00;19.06.2022 05:00:00;120.6
19.06.2022 05:00:00;19.06.2022 06:00:00;112.7
19.06.2022 06:00:00;19.06.2022 07:00:00;112.6
19.06.2022 07:00:00;19.06.2022 08:00:00;114.04
19.06.2022 08:00:00;19.06.2022 09:00:00;102.63
19.06.2022 09:00:00;19.06.2022 10:00:00;94.81
19.06.2022 10:00:00;19.06.2022 11:00:00;94.15
19.06.2022 11:00:00;19.06.2022 12:00:00;104.56
19.06.2022 12:00:00;19.06.2022 13:00:00;120
19.06.2022 13:00:00;19.06.2022 14:00:00;91.02
19.06.2022 14:00:00;19.06.2022 15:00:00;85.23
19.06.2022 15:00:00;19.06.2022 16:00:00;96.32
19.06.2022 16:00:00;19.06.2022 17:00:00;99.38
19.06.2022 17:00:00;19.06.2022 18:00:00;158.49
19.06.2022 18:00:00;19.06.2022 19:00:00;230.85
19.06.2022 19:00:00;19.06.2022 20:00:00;262.88
19.06.2022 20:00:00;19.06.2022 21:00:00;280.24
19.06.2022 21:00:00;19.06.2022 22:00:00;294.29
19.06.2022 22:00:00;19.06.2022 23:00:00;306.93
19.06.2022 23:00:00;20.06.2022 00:00:00;281.1
20.06.2022 00:00:00;20.06.2022 01:00:00;240.22
20.06.2022 01:00:00;20.06.2022 02:00:00;220.39
20.06.2022 02:00:00;20.06.2022 03:00:00;218.9
20.06.2022 03:00:00;20.06.2022 04:00:00;220.1
20.06.2022 04:00:00;20.06.2022 05:00:00;213.2
20.06.2022 05:00:00;20.06.2022 06:00:00;263.27
20.06.2022 06:00:00;20.06.2022 07:00:00;301.67
20.06.2022 07:00:00;20.06.2022 08:00:00;359.21
20.06.2022 08:00:00;20.06.2022 09:00:00;294.96
20.06.2022 09:00:00;20.06.2022 10:00:00;296.48
20.06.2022 10:00:00;20.06.2022 11:00:00;262.53
20.06.2022 11:00:00;20.06.2022 12:00:00;308.95
20.06.2022 12:00:00;20.06.2022 13:00:00;269.07
20.06.2022 13:00:00;20.06.2022 14:00:00;222.53
20.06.2022 14:00:00;20.06.2022 15:00:00;229.88
20.06.2022 15:00:00;20.06.2022 16:00:00;209.15
20.06.2022 16:00:00;20.06.2022 17:00:00;214.48
20.06.2022 17:00:00;20.06.2022 18:00:00;236.96
20.06.2022 18:00:00;20.06.2022 19:00:00;250.47
20.06.2022 19:00:00;20.06.2022 20:00:00;303.18
20.06.2022 20:00:00;20.06.2022 21:00:00;319.17
20.06.2022 21:00:00;20.06.2022 22:00:00;317.72
20.06.2022 22:00:00;20.06.2022 23:00:00;298.95
20.06.2022 23:00:00;21.06.2022 00:00:00;276.68
21.06.2022 00:00:00;21.06.2022 01:00:00;271.39
21.06.2022 01:00:00;21.06.2022 02:00:00;253.14
21.06.2022 02:00:00;21.06.2022 03:00:00;236.04
21.06.2022 03:00:00;21.06.2022 04:00:00;224.55
21.06.2022 04:00:00;21.06.2022 05:00:00;219.83
21.06.2022 05:00:00;21.06.2022 06:00:00;230.9
21.06.2022 06:00:00;21.06.2022 07:00:00;297.61
21.06.2022 07:00:00;21.06.2022 08:00:00;338.9
21.06.2022 08:00:00;21.06.2022 09:00:00;345.34
21.06.2022 09:00:00;21.06.2022 10:00:00;311.04
21.06.2022 10:00:00;21.06.2022 11:00:00;287.43
21.06.2022 11:00:00;21.06.2022 12:00:00;261.72
21.06.2022 12:00:00;21.06.2022 13:00:00;263.78
21.06.2022 13:00:00;21.06.2022 14:00:00;256.43
21.06.2022 14:00:00;21.06.2022 15:00:00;260.95
21.06.2022 15:00:00;21.06.2022 16:00:00;274.57
21.06.2022 16:00:00;21.06.2022 17:00:00;299.47
21.06.2022 17:00:00;21.06.2022 18:00:00;326.91
21.06.2022 18:00:00;21.06.2022 19:00:00;374.43
21.06.2022 19:00:00;21.06.2022 20:00:00;450.12
21.06.2022 20:00:00;21.06.2022 21:00:00;457.94
21.06.2022 21:00:00;21.06.2022 22:00:00;410.17
21.06.2022 22:00:00;21.06.2022 23:00:00;373.11
21.06.2022 23:00:00;22.06.2022 00:00:00;326.04
22.06.2022 00:00:00;22.06.2022 01:00:00;268.06
22.06.2022 01:00:00;22.06.2022 02:00:00;263.66
22.06.2022 02:00:00;22.06.2022 03:00:00;268.8
22.06.2022 03:00:00;22.06.2022 04:00:00;249.46
22.06.2022 04:00:00;22.06.2022 05:00:00;255.02
22.06.2022 05:00:00;22.06.2022 06:00:00;258.49
22.06.2022 06:00:00;22.06.2022 07:00:00;322
22.06.2022 07:00:00;22.06.2022 08:00:00;357.53
22.06.2022 08:00:00;22.06.2022 09:00:00;391.19
22.06.2022 09:00:00;22.06.2022 10:00:00;327.38
22.06.2022 10:00:00;22.06.2022 11:00:00;273.46
22.06.2022 11:00:00;22.06.2022 12:00:00;249
22.06.2022 12:00:00;22.06.2022 13:00:00;228.4
22.06.2022 13:00:00;22.06.2022 14:00:00;218.3
22.06.2022 14:00:00;22.06.2022 15:00:00;158.5
22.06.2022 15:00:00;22.06.2022 16:00:00;200
22.06.2022 16:00:00;22.06.2022 17:00:00;217
22.06.2022 17:00:00;22.06.2022 18:00:00;297.08
22.06.2022 18:00:00;22.06.2022 19:00:00;360.34
22.06.2022 19:00:00;22.06.2022 20:00:00;346
22.06.2022 20:00:00;22.06.2022 21:00:00;431.3
22.06.2022 21:00:00;22.06.2022 22:00:00;399.3
22.06.2022 22:00:00;22.06.2022 23:00:00;371.68
22.06.2022 23:00:00;23.06.2022 00:00:00;244.75
23.06.2022 00:00:00;23.06.2022 01:00:00;285
23.06.2022 01:00:00;23.06.2022 02:00:00;263.52
23.06.2022 02:00:00;23.06.2022 03:00:00;258.8
23.06.2022 03:00:00;23.06.2022 04:00:00;245.82
23.06.2022 04:00:00;23.06.2022 05:00:00;255.08
23.06.2022 05:00:00;23.06.2022 06:00:00;279.68
23.06.2022 06:00:00;23.06.2022 07:00:00;336.1
23.06.2022 07:00:00;23.06.2022 08:00:00;371.13
23.06.2022 08:00:00;23.06.2022 09:00:00;364.35
23.06.2022 09:00:00;23.06.2022 10:00:00;300.1
23.06.2022 10:00:00;23.06.2022 11:00:00;252.7
23.06.2022 11:00:00;23.06.2022 12:00:00;257.72
23.06.2022 12:00:00;23.06.2022 13:00:00;270.13
23.06.2022 13:00:00;23.06.2022 14:00:00;280.69
23.06.2022 14:00:00;23.06.2022 15:00:00;302.71
23.06.2022 15:00:00;23.06.2022 16:00:00;293.18
23.06.2022 16:00:00;23.06.2022 17:00:00;288.62
23.06.2022 17:00:00;23.06.2022 18:00:00;344.61
23.06.2022 18:00:00;23.06.2022 19:00:00;371.09
23.06.2022 19:00:00;23.06.2022 20:00:00;429.37
23.06.2022 20:00:00;23.06.2022 21:00:00;413.99
23.06.2022 21:00:00;23.06.2022 22:00:00;363.66
23.06.2022 22:00:00;23.06.2022 23:00:00;372.17
23.06.2022 23:00:00;24.06.2022 00:00:00;355.87
24.06.2022 00:00:00;24.06.2022 01:00:00;290.48
24.06.2022 01:00:00;24.06.2022 02:00:00;275.21
24.06.2022 02:00:00;24.06.2022 03:00:00;257
24.06.2022 03:00:00;24.06.2022 04:00:00;241.81
24.06.2022 04:00:00;24.06.2022 05:00:00;240
24.06.2022 05:00:00;24.06.2022 06:00:00;257.41
24.06.2022 06:00:00;24.06.2022 07:00:00;303
24.06.2022 07:00:00;24.06.2022 08:00:00;335.27
24.06.2022 08:00:00;24.06.2022 09:00:00;346.32
24.06.2022 09:00:00;24.06.2022 10:00:00;345.08
24.06.2022 10:00:00;24.06.2022 11:00:00;326.27
24.06.2022 11:00:00;24.06.2022 12:00:00;304.06
24.06.2022 12:00:00;24.06.2022 13:00:00;299.19
24.06.2022 13:00:00;24.06.2022 14:00:00;290.72
24.06.2022 14:00:00;24.06.2022 15:00:00;267.56
24.06.2022 15:00:00;24.06.2022 16:00:00;246.38
24.06.2022 16:00:00;24.06.2022 17:00:00;248.04
24.06.2022 17:00:00;24.06.2022 18:00:00;296.41
24.06.2022 18:00:00;24.06.2022 19:00:00;322
24.06.2022 19:00:00;24.06.2022 20:00:00;329.94
24.06.2022 20:00:00;24.06.2022 21:00:00;335.2
24.06.2022 21:00:00;24.06.2022 22:00:00;330.92
24.06.2022 22:00:00;24.06.2022 23:00:00;320
24.06.2022 23:00:00;25.06.2022 00:00:00;267.01
25.06.2022 00:00:00;25.06.2022 01:00:00;261.11
25.06.2022 01:00:00;25.06.2022 02:00:00;237.04
25.06.2022 02:00:00;25.06.2022 03:00:00;214.91
25.06.2022 03:00:00;25.06.2022 04:00:00;217.08
25.06.2022 04:00:00;25.06.2022 05:00:00;203.76
25.06.2022 05:00:00;25.06.2022 06:00:00;209.06
25.06.2022 06:00:00;25.06.2022 07:00:00;226.73
25.06.2022 07:00:00;25.06.2022 08:00:00;261.09
25.06.2022 08:00:00;25.06.2022 09:00:00;269.03
25.06.2022 09:00:00;25.06.2022 10:00:00;240.65
25.06.2022 10:00:00;25.06.2022 11:00:00;226.47
25.06.2022 11:00:00;25.06.2022 12:00:00;217.28
25.06.2022 12:00:00;25.06.2022 13:00:00;217
25.06.2022 13:00:00;25.06.2022 14:00:00;229.4
25.06.2022 14:00:00;25.06.2022 15:00:00;219.1
25.06.2022 15:00:00;25.06.2022 16:00:00;220.86
25.06.2022 16:00:00;25.06.2022 17:00:00;240.81
25.06.2022 17:00:00;25.06.2022 18:00:00;269.07
25.06.2022 18:00:00;25.06.2022 19:00:00;271.57
25.06.2022 19:00:00;25.06.2022 20:00:00;314.1
25.06.2022 20:00:00;25.06.2022 21:00:00;327.17
25.06.2022 21:00:00;25.06.2022 22:00:00;322.68
25.06.2022 22:00:00;25.06.2022 23:00:00;324.02
25.06.2022 23:00:00;26.06.2022 00:00:00;294.94
26.06.2022 00:00:00;26.06.2022 01:00:00;288.91
26.06.2022 01:00:00;26.06.2022 02:00:00;261.33
26.06.2022 02:00:00;26.06.2022 03:00:00;227.34
26.06.2022 03:00:00;26.06.2022 04:00:00;208.04
26.06.2022 04:00:00;26.06.2022 05:00:00;197.17
26.06.2022 05:00:00;26.06.2022 06:00:00;180.94
26.06.2022 06:00:00;26.06.2022 07:00:00;174.96
26.06.2022 07:00:00;26.06.2022 08:00:00;182.44
26.06.2022 08:00:00;26.06.2022 09:00:00;182.84
26.06.2022 09:00:00;26.06.2022 10:00:00;175.1
26.06.2022 10:00:00;26.06.2022 11:00:00;167.63
26.06.2022 11:00:00;26.06.2022 12:00:00;168.56
26.06.2022 12:00:00;26.06.2022 13:00:00;177
26.06.2022 13:00:00;26.06.2022 14:00:00;156.45
26.06.2022 14:00:00;26.06.2022 15:00:00;152.02
26.06.2022 15:00:00;26.06.2022 16:00:00;147.74
26.06.2022 16:00:00;26.06.2022 17:00:00;189.57
26.06.2022 17:00:00;26.06.2022 18:00:00;230.38
26.06.2022 18:00:00;26.06.2022 19:00:00;292.55
26.06.2022 19:00:00;26.06.2022 20:00:00;324.74
26.06.2022 20:00:00;26.06.2022 21:00:00;333.82
26.06.2022 21:00:00;26.06.2022 22:00:00;335.56
26.06.2022 22:00:00;26.06.2022 23:00:00;336.17
26.06.2022 23:00:00;27.06.2022 00:00:00;316
27.06.2022 00:00:00;27.06.2022 01:00:00;295.81
27.06.2022 01:00:00;27.06.2022 02:00:00;265.14
27.06.2022 02:00:00;27.06.2022 03:00:00;264.01
27.06.2022 03:00:00;27.06.2022 04:00:00;257.48
27.06.2022 04:00:00;27.06.2022 05:00:00;255.92
27.06.2022 05:00:00;27.06.2022 06:00:00;269.29
27.06.2022 06:00:00;27.06.2022 07:00:00;330.87
27.06.2022 07:00:00;27.06.2022 08:00:00;357.94
27.06.2022 08:00:00;27.06.2022 09:00:00;371.07
27.06.2022 09:00:00;27.06.2022 10:00:00;348.38
27.06.2022 10:00:00;27.06.2022 11:00:00;332.54
27.06.2022 11:00:00;27.06.2022 12:00:00;304.3
27.06.2022 12:00:00;27.06.2022 13:00:00;289.94
27.06.2022 13:00:00;27.06.2022 14:00:00;271.58
27.06.2022 14:00:00;27.06.2022 15:00:00;279.6
27.06.2022 15:00:00;27.06.2022 16:00:00;280.35
27.06.2022 16:00:00;27.06.2022 17:00:00;230.9
27.06.2022 17:00:00;27.06.2022 18:00:00;331.88
27.06.2022 18:00:00;27.06.2022 19:00:00;350
27.06.2022 19:00:00;27.06.2022 20:00:00;367.62
27.06.2022 20:00:00;27.06.2022 21:00:00;388
27.06.2022 21:00:00;27.06.2022 22:00:00;375.64
27.06.2022 22:00:00;27.06.2022 23:00:00;372.17
27.06.2022 23:00:00;28.06.2022 00:00:00;350.08
28.06.2022 00:00:00;28.06.2022 01:00:00;288.33
28.06.2022 01:00:00;28.06.2022 02:00:00;284.79
28.06.2022 02:00:00;28.06.2022 03:00:00;271.82
28.06.2022 03:00:00;28.06.2022 04:00:00;257.59
28.06.2022 04:00:00;28.06.2022 05:00:00;267.91
28.06.2022 05:00:00;28.06.2022 06:00:00;282.41
28.06.2022 06:00:00;28.06.2022 07:00:00;342.16
28.06.2022 07:00:00;28.06.2022 08:00:00;378.75
28.06.2022 08:00:00;28.06.2022 09:00:00;381.21
28.06.2022 09:00:00;28.06.2022 10:00:00;369.59
28.06.2022 10:00:00;28.06.2022 11:00:00;310.39
28.06.2022 11:00:00;28.06.2022 12:00:00;263.65
28.06.2022 12:00:00;28.06.2022 13:00:00;262
28.06.2022 13:00:00;28.06.2022 14:00:00;231.32
28.06.2022 14:00:00;28.06.2022 15:00:00;263.85
28.06.2022 15:00:00;28.06.2022 16:00:00;251.53
28.06.2022 16:00:00;28.06.2022 17:00:00;284.33
28.06.2022 17:00:00;28.06.2022 18:00:00;360.82
28.06.2022 18:00:00;28.06.2022 19:00:00;393.02
28.06.2022 19:00:00;28.06.2022 20:00:00;470.9
28.06.2022 20:00:00;28.06.2022 21:00:00;453.14
28.06.2022 21:00:00;28.06.2022 22:00:00;410.92
28.06.2022 22:00:00;28.06.2022 23:00:00;396.38
28.06.2022 23:00:00;29.06.2022 00:00:00;379.85
29.06.2022 00:00:00;29.06.2022 01:00:00;272.73
29.06.2022 01:00:00;29.06.2022 02:00:00;272.62
29.06.2022 02:00:00;29.06.2022 03:00:00;259.3
29.06.2022 03:00:00;29.06.2022 04:00:00;260.07
29.06.2022 04:00:00;29.06.2022 05:00:00;262.62
29.06.2022 05:00:00;29.06.2022 06:00:00;254.02
29.06.2022 06:00:00;29.06.2022 07:00:00;315.92
29.06.2022 07:00:00;29.06.2022 08:00:00;350.85
29.06.2022 08:00:00;29.06.2022 09:00:00;310.95
29.06.2022 09:00:00;29.06.2022 10:00:00;318.15
29.06.2022 10:00:00;29.06.2022 11:00:00;268.8
29.06.2022 11:00:00;29.06.2022 12:00:00;259.2
29.06.2022 12:00:00;29.06.2022 13:00:00;276.38
29.06.2022 13:00:00;29.06.2022 14:00:00;250.19
29.06.2022 14:00:00;29.06.2022 15:00:00;250.1
29.06.2022 15:00:00;29.06.2022 16:00:00;243
29.06.2022 16:00:00;29.06.2022 17:00:00;259.2
29.06.2022 17:00:00;29.06.2022 18:00:00;322.25
29.06.2022 18:00:00;29.06.2022 19:00:00;365.67
29.06.2022 19:00:00;29.06.2022 20:00:00;390.9
29.06.2022 20:00:00;29.06.2022 21:00:00;390
29.06.2022 21:00:00;29.06.2022 22:00:00;366.9
29.06.2022 22:00:00;29.06.2022 23:00:00;352.75
29.06.2022 23:00:00;30.06.2022 00:00:00;262.8
30.06.2022 00:00:00;30.06.2022 01:00:00;282.55
30.06.2022 01:00:00;30.06.2022 02:00:00;282.6
30.06.2022 02:00:00;30.06.2022 03:00:00;278.24
30.06.2022 03:00:00;30.06.2022 04:00:00;282.6
30.06.2022 04:00:00;30.06.2022 05:00:00;271.79
30.06.2022 05:00:00;30.06.2022 06:00:00;270.58
30.06.2022 06:00:00;30.06.2022 07:00:00;339.77
30.06.2022 07:00:00;30.06.2022 08:00:00;369.89
30.06.2022 08:00:00;30.06.2022 09:00:00;379.63
30.06.2022 09:00:00;30.06.2022 10:00:00;348.25
30.06.2022 10:00:00;30.06.2022 11:00:00;359.25
30.06.2022 11:00:00;30.06.2022 12:00:00;367.32
30.06.2022 12:00:00;30.06.2022 13:00:00;366.73
30.06.2022 13:00:00;30.06.2022 14:00:00;339.74
30.06.2022 14:00:00;30.06.2022 15:00:00;352.06
30.06.2022 15:00:00;30.06.2022 16:00:00;360
30.06.2022 16:00:00;30.06.2022 17:00:00;346
30.06.2022 17:00:00;30.06.2022 18:00:00;372.44
30.06.2022 18:00:00;30.06.2022 19:00:00;409.41
30.06.2022 19:00:00;30.06.2022 20:00:00;479
30.06.2022 20:00:00;30.06.2022 21:00:00;450
30.06.2022 21:00:00;30.06.2022 22:00:00;394.21
30.06.2022 22:00:00;30.06.2022 23:00:00;354.07
30.06.2022 23:00:00;01.07.2022 00:00:00;298.59
01.07.2022 00:00:00;01.07.2022 01:00:00;299.7
01.07.2022 01:00:00;01.07.2022 02:00:00;267.56
01.07.2022 02:00:00;01.07.2022 03:00:00;286.43
01.07.2022 03:00:00;01.07.2022 04:00:00;266.17
01.07.2022 04:00:00;01.07.2022 05:00:00;265.45
01.07.2022 05:00:00;01.07.2022 06:00:00;282.13
01.07.2022 06:00:00;01.07.2022 07:00:00;355.19
01.07.2022 07:00:00;01.07.2022 08:00:00;378.85
01.07.2022 08:00:00;01.07.2022 09:00:00;385.19
01.07.2022 09:00:00;01.07.2022 10:00:00;378
01.07.2022 10:00:00;01.07.2022 11:00:00;321.09
01.07.2022 11:00:00;01.07.2022 12:00:00;330.02
01.07.2022 12:00:00;01.07.2022 13:00:00;289.73
01.07.2022 13:00:00;01.07.2022 14:00:00;252.49
01.07.2022 14:00:00;01.07.2022 15:00:00;254.73
01.07.2022 15:00:00;01.07.2022 16:00:00;227.66
01.07.2022 16:00:00;01.07.2022 17:00:00;219.35
01.07.2022 17:00:00;01.07.2022 18:00:00;234.7
01.07.2022 18:00:00;01.07.2022 19:00:00;276.12
01.07.2022 19:00:00;01.07.2022 20:00:00;314.06
01.07.2022 20:00:00;01.07.2022 21:00:00;359.49
01.07.2022 21:00:00;01.07.2022 22:00:00;328.18
01.07.2022 22:00:00;01.07.2022 23:00:00;385
01.07.2022 23:00:00;02.07.2022 00:00:00;375.56
02.07.2022 00:00:00;02.07.2022 01:00:00;285.72
02.07.2022 01:00:00;02.07.2022 02:00:00;255
02.07.2022 02:00:00;02.07.2022 03:00:00;237.2
02.07.2022 03:00:00;02.07.2022 04:00:00;230.71
02.07.2022 04:00:00;02.07.2022 05:00:00;222.31
02.07.2022 05:00:00;02.07.2022 06:00:00;214.2
02.07.2022 06:00:00;02.07.2022 07:00:00;233.84
02.07.2022 07:00:00;02.07.2022 08:00:00;244.56
02.07.2022 08:00:00;02.07.2022 09:00:00;217.97
02.07.2022 09:00:00;02.07.2022 10:00:00;205.57
02.07.2022 10:00:00;02.07.2022 11:00:00;189.86
02.07.2022 11:00:00;02.07.2022 12:00:00;162.6
02.07.2022 12:00:00;02.07.2022 13:00:00;159.21
02.07.2022 13:00:00;02.07.2022 14:00:00;154.3
02.07.2022 14:00:00;02.07.2022 15:00:00;134.18
02.07.2022 15:00:00;02.07.2022 16:00:00;157.8
02.07.2022 16:00:00;02.07.2022 17:00:00;157.56
02.07.2022 17:00:00;02.07.2022 18:00:00;240.34
02.07.2022 18:00:00;02.07.2022 19:00:00;285.03
02.07.2022 19:00:00;02.07.2022 20:00:00;350
02.07.2022 20:00:00;02.07.2022 21:00:00;362.85
02.07.2022 21:00:00;02.07.2022 22:00:00;359.96
02.07.2022 22:00:00;02.07.2022 23:00:00;353.44
02.07.2022 23:00:00;03.07.2022 00:00:00;302.17
03.07.2022 00:00:00;03.07.2022 01:00:00;270.08
03.07.2022 01:00:00;03.07.2022 02:00:00;242.1
03.07.2022 02:00:00;03.07.2022 03:00:00;199.08
03.07.2022 03:00:00;03.07.2022 04:00:00;195.6
03.07.2022 04:00:00;03.07.2022 05:00:00;185.6
03.07.2022 05:00:00;03.07.2022 06:00:00;182.71
03.07.2022 06:00:00;03.07.2022 07:00:00;176.71
03.07.2022 07:00:00;03.07.2022 08:00:00;192.31
03.07.2022 08:00:00;03.07.2022 09:00:00;185.07
03.07.2022 09:00:00;03.07.2022 10:00:00;170.26
03.07.2022 10:00:00;03.07.2022 11:00:00;128.2
03.07.2022 11:00:00;03.07.2022 12:00:00;118.97
03.07.2022 12:00:00;03.07.2022 13:00:00;127.59
03.07.2022 13:00:00;03.07.2022 14:00:00;88.23
03.07.2022 14:00:00;03.07.2022 15:00:00;92.41
03.07.2022 15:00:00;03.07.2022 16:00:00;96.71
03.07.2022 16:00:00;03.07.2022 17:00:00;123.8
03.07.2022 17:00:00;03.07.2022 18:00:00;199.6
03.07.2022 18:00:00;03.07.2022 19:00:00;272.77
03.07.2022 19:00:00;03.07.2022 20:00:00;327
03.07.2022 20:00:00;03.07.2022 21:00:00;340.1
03.07.2022 21:00:00;03.07.2022 22:00:00;348.43
03.07.2022 22:00:00;03.07.2022 23:00:00;348.45
03.07.2022 23:00:00;04.07.2022 00:00:00;333.06
04.07.2022 00:00:00;04.07.2022 01:00:00;319.65
04.07.2022 01:00:00;04.07.2022 02:00:00;277.83
04.07.2022 02:00:00;04.07.2022 03:00:00;265.12
04.07.2022 03:00:00;04.07.2022 04:00:00;254.35
04.07.2022 04:00:00;04.07.2022 05:00:00;258.05
04.07.2022 05:00:00;04.07.2022 06:00:00;302.44
04.07.2022 06:00:00;04.07.2022 07:00:00;361.88
04.07.2022 07:00:00;04.07.2022 08:00:00;376
04.07.2022 08:00:00;04.07.2022 09:00:00;385.17
04.07.2022 09:00:00;04.07.2022 10:00:00;366
04.07.2022 10:00:00;04.07.2022 11:00:00;280.22
04.07.2022 11:00:00;04.07.2022 12:00:00;273.31
04.07.2022 12:00:00;04.07.2022 13:00:00;263.72
04.07.2022 13:00:00;04.07.2022 14:00:00;256.67
04.07.2022 14:00:00;04.07.2022 15:00:00;256.87
04.07.2022 15:00:00;04.07.2022 16:00:00;263.52
04.07.2022 16:00:00;04.07.2022 17:00:00;236.2
04.07.2022 17:00:00;04.07.2022 18:00:00;260.67
04.07.2022 18:00:00;04.07.2022 19:00:00;319.62
04.07.2022 19:00:00;04.07.2022 20:00:00;373.68
04.07.2022 20:00:00;04.07.2022 21:00:00;398.8
04.07.2022 21:00:00;04.07.2022 22:00:00;385.81
04.07.2022 22:00:00;04.07.2022 23:00:00;397.32
04.07.2022 23:00:00;05.07.2022 00:00:00;386.33
05.07.2022 00:00:00;05.07.2022 01:00:00;359.96
05.07.2022 01:00:00;05.07.2022 02:00:00;319.38
05.07.2022 02:00:00;05.07.2022 03:00:00;309.48
05.07.2022 03:00:00;05.07.2022 04:00:00;301.3
05.07.2022 04:00:00;05.07.2022 05:00:00;300
05.07.2022 05:00:00;05.07.2022 06:00:00;324.82
05.07.2022 06:00:00;05.07.2022 07:00:00;380.47
05.07.2022 07:00:00;05.07.2022 08:00:00;412.59
05.07.2022 08:00:00;05.07.2022 09:00:00;400
05.07.2022 09:00:00;05.07.2022 10:00:00;314.91
05.07.2022 10:00:00;05.07.2022 11:00:00;255.67
05.07.2022 11:00:00;05.07.2022 12:00:00;265.17
05.07.2022 12:00:00;05.07.2022 13:00:00;266.41
05.07.2022 13:00:00;05.07.2022 14:00:00;280.74
05.07.2022 14:00:00;05.07.2022 15:00:00;269.58
05.07.2022 15:00:00;05.07.2022 16:00:00;266.93
05.07.2022 16:00:00;05.07.2022 17:00:00;279.77
05.07.2022 17:00:00;05.07.2022 18:00:00;294.56
05.07.2022 18:00:00;05.07.2022 19:00:00;336.56
05.07.2022 19:00:00;05.07.2022 20:00:00;364.89
05.07.2022 20:00:00;05.07.2022 21:00:00;370
05.07.2022 21:00:00;05.07.2022 22:00:00;370.57
05.07.2022 22:00:00;05.07.2022 23:00:00;378.62
05.07.2022 23:00:00;06.07.2022 00:00:00;361.18
06.07.2022 00:00:00;06.07.2022 01:00:00;351.39
06.07.2022 01:00:00;06.07.2022 02:00:00;311.28
06.07.2022 02:00:00;06.07.2022 03:00:00;300.1
06.07.2022 03:00:00;06.07.2022 04:00:00;280.22
06.07.2022 04:00:00;06.07.2022 05:00:00;299.43
06.07.2022 05:00:00;06.07.2022 06:00:00;322.79
06.07.2022 06:00:00;06.07.2022 07:00:00;389.83
06.07.2022 07:00:00;06.07.2022 08:00:00;413.89
06.07.2022 08:00:00;06.07.2022 09:00:00;419.48
06.07.2022 09:00:00;06.07.2022 10:00:00;377.24
06.07.2022 10:00:00;06.07.2022 11:00:00;330.45
06.07.2022 11:00:00;06.07.2022 12:00:00;332.61
06.07.2022 12:00:00;06.07.2022 13:00:00;306.2
06.07.2022 13:00:00;06.07.2022 14:00:00;291.24
06.07.2022 14:00:00;06.07.2022 15:00:00;277.17
