Delivery Start (CET);Delivery End (CET);BE Price (EUR)
01.01.2022 00:00:00;01.01.2022 01:00:00;82.02
01.01.2022 01:00:00;01.01.2022 02:00:00;67.07
01.01.2022 02:00:00;01.01.2022 03:00:00;75.11
01.01.2022 03:00:00;01.01.2022 04:00:00;50.91
01.01.2022 04:00:00;01.01.2022 05:00:00;37.67
01.01.2022 05:00:00;01.01.2022 06:00:00;39.7
01.01.2022 06:00:00;01.01.2022 07:00:00;40.59
01.01.2022 07:00:00;01.01.2022 08:00:00;43.26
01.01.2022 08:00:00;01.01.2022 09:00:00;49.66
01.01.2022 09:00:00;01.01.2022 10:00:00;70.05
01.01.2022 10:00:00;01.01.2022 11:00:00;76.79
01.01.2022 11:00:00;01.01.2022 12:00:00;84.1
01.01.2022 12:00:00;01.01.2022 13:00:00;94.74
01.01.2022 13:00:00;01.01.2022 14:00:00;96.8
01.01.2022 14:00:00;01.01.2022 15:00:00;97.17
01.01.2022 15:00:00;01.01.2022 16:00:00;95.21
01.01.2022 16:00:00;01.01.2022 17:00:00;111.66
01.01.2022 17:00:00;01.01.2022 18:00:00;149.97
01.01.2022 18:00:00;01.01.2022 19:00:00;146.33
01.01.2022 19:00:00;01.01.2022 20:00:00;140.28
01.01.2022 20:00:00;01.01.2022 21:00:00;121.88
01.01.2022 21:00:00;01.01.2022 22:00:00;102.61
01.01.2022 22:00:00;01.01.2022 23:00:00;97.46
01.01.2022 23:00:00;02.01.2022 00:00:00;85.16
02.01.2022 00:00:00;02.01.2022 01:00:00;57.08
02.01.2022 01:00:00;02.01.2022 02:00:00;52.59
02.01.2022 02:00:00;02.01.2022 03:00:00;48.97
02.01.2022 03:00:00;02.01.2022 04:00:00;34.94
02.01.2022 04:00:00;02.01.2022 05:00:00;29.56
02.01.2022 05:00:00;02.01.2022 06:00:00;33.97
02.01.2022 06:00:00;02.01.2022 07:00:00;34.52
02.01.2022 07:00:00;02.01.2022 08:00:00;41.8
02.01.2022 08:00:00;02.01.2022 09:00:00;48.95
02.01.2022 09:00:00;02.01.2022 10:00:00;60.01
02.01.2022 10:00:00;02.01.2022 11:00:00;70.09
02.01.2022 11:00:00;02.01.2022 12:00:00;66.26
02.01.2022 12:00:00;02.01.2022 13:00:00;64.54
02.01.2022 13:00:00;02.01.2022 14:00:00;46.96
02.01.2022 14:00:00;02.01.2022 15:00:00;41.95
02.01.2022 15:00:00;02.01.2022 16:00:00;48.31
02.01.2022 16:00:00;02.01.2022 17:00:00;51.91
02.01.2022 17:00:00;02.01.2022 18:00:00;56.04
02.01.2022 18:00:00;02.01.2022 19:00:00;69.32
02.01.2022 19:00:00;02.01.2022 20:00:00;69.5
02.01.2022 20:00:00;02.01.2022 21:00:00;62.22
02.01.2022 21:00:00;02.01.2022 22:00:00;46.16
02.01.2022 22:00:00;02.01.2022 23:00:00;46.29
02.01.2022 23:00:00;03.01.2022 00:00:00;32.93
03.01.2022 00:00:00;03.01.2022 01:00:00;-0.7
03.01.2022 01:00:00;03.01.2022 02:00:00;-1.34
03.01.2022 02:00:00;03.01.2022 03:00:00;-0.99
03.01.2022 03:00:00;03.01.2022 04:00:00;-1.83
03.01.2022 04:00:00;03.01.2022 05:00:00;-1.72
03.01.2022 05:00:00;03.01.2022 06:00:00;0
03.01.2022 06:00:00;03.01.2022 07:00:00;35.22
03.01.2022 07:00:00;03.01.2022 08:00:00;88.5
03.01.2022 08:00:00;03.01.2022 09:00:00;96
03.01.2022 09:00:00;03.01.2022 10:00:00;70.5
03.01.2022 10:00:00;03.01.2022 11:00:00;90.57
03.01.2022 11:00:00;03.01.2022 12:00:00;101.33
03.01.2022 12:00:00;03.01.2022 13:00:00;97.3
03.01.2022 13:00:00;03.01.2022 14:00:00;96.2
03.01.2022 14:00:00;03.01.2022 15:00:00;100.73
03.01.2022 15:00:00;03.01.2022 16:00:00;117.23
03.01.2022 16:00:00;03.01.2022 17:00:00;128.57
03.01.2022 17:00:00;03.01.2022 18:00:00;148.49
03.01.2022 18:00:00;03.01.2022 19:00:00;162.12
03.01.2022 19:00:00;03.01.2022 20:00:00;123.91
03.01.2022 20:00:00;03.01.2022 21:00:00;120.7
03.01.2022 21:00:00;03.01.2022 22:00:00;111.01
03.01.2022 22:00:00;03.01.2022 23:00:00;119.97
03.01.2022 23:00:00;04.01.2022 00:00:00;103.93
04.01.2022 00:00:00;04.01.2022 01:00:00;129.18
04.01.2022 01:00:00;04.01.2022 02:00:00;115.55
04.01.2022 02:00:00;04.01.2022 03:00:00;116.86
04.01.2022 03:00:00;04.01.2022 04:00:00;107.07
04.01.2022 04:00:00;04.01.2022 05:00:00;106.21
04.01.2022 05:00:00;04.01.2022 06:00:00;115.57
04.01.2022 06:00:00;04.01.2022 07:00:00;156.91
04.01.2022 07:00:00;04.01.2022 08:00:00;182.64
04.01.2022 08:00:00;04.01.2022 09:00:00;178.91
04.01.2022 09:00:00;04.01.2022 10:00:00;190
04.01.2022 10:00:00;04.01.2022 11:00:00;189.88
04.01.2022 11:00:00;04.01.2022 12:00:00;182.42
04.01.2022 12:00:00;04.01.2022 13:00:00;182.46
04.01.2022 13:00:00;04.01.2022 14:00:00;179.59
04.01.2022 14:00:00;04.01.2022 15:00:00;179
04.01.2022 15:00:00;04.01.2022 16:00:00;180.93
04.01.2022 16:00:00;04.01.2022 17:00:00;166.69
04.01.2022 17:00:00;04.01.2022 18:00:00;189.88
04.01.2022 18:00:00;04.01.2022 19:00:00;184.94
04.01.2022 19:00:00;04.01.2022 20:00:00;178.99
04.01.2022 20:00:00;04.01.2022 21:00:00;156.12
04.01.2022 21:00:00;04.01.2022 22:00:00;144.9
04.01.2022 22:00:00;04.01.2022 23:00:00;137.92
04.01.2022 23:00:00;05.01.2022 00:00:00;98.1
05.01.2022 00:00:00;05.01.2022 01:00:00;114.37
05.01.2022 01:00:00;05.01.2022 02:00:00;106.72
05.01.2022 02:00:00;05.01.2022 03:00:00;84.5
05.01.2022 03:00:00;05.01.2022 04:00:00;75.38
05.01.2022 04:00:00;05.01.2022 05:00:00;79.11
05.01.2022 05:00:00;05.01.2022 06:00:00;94.79
05.01.2022 06:00:00;05.01.2022 07:00:00;90.21
05.01.2022 07:00:00;05.01.2022 08:00:00;139
05.01.2022 08:00:00;05.01.2022 09:00:00;181.61
05.01.2022 09:00:00;05.01.2022 10:00:00;168.02
05.01.2022 10:00:00;05.01.2022 11:00:00;157.55
05.01.2022 11:00:00;05.01.2022 12:00:00;161.72
05.01.2022 12:00:00;05.01.2022 13:00:00;140
05.01.2022 13:00:00;05.01.2022 14:00:00;144.03
05.01.2022 14:00:00;05.01.2022 15:00:00;170.59
05.01.2022 15:00:00;05.01.2022 16:00:00;206.51
05.01.2022 16:00:00;05.01.2022 17:00:00;217.07
05.01.2022 17:00:00;05.01.2022 18:00:00;240.55
05.01.2022 18:00:00;05.01.2022 19:00:00;240
05.01.2022 19:00:00;05.01.2022 20:00:00;220
05.01.2022 20:00:00;05.01.2022 21:00:00;200.1
05.01.2022 21:00:00;05.01.2022 22:00:00;151.97
05.01.2022 22:00:00;05.01.2022 23:00:00;182.35
05.01.2022 23:00:00;06.01.2022 00:00:00;171.8
06.01.2022 00:00:00;06.01.2022 01:00:00;191.54
06.01.2022 01:00:00;06.01.2022 02:00:00;190
06.01.2022 02:00:00;06.01.2022 03:00:00;191.34
06.01.2022 03:00:00;06.01.2022 04:00:00;176.57
06.01.2022 04:00:00;06.01.2022 05:00:00;187.3
06.01.2022 05:00:00;06.01.2022 06:00:00;193.9
06.01.2022 06:00:00;06.01.2022 07:00:00;220.09
06.01.2022 07:00:00;06.01.2022 08:00:00;228.25
06.01.2022 08:00:00;06.01.2022 09:00:00;252.43
06.01.2022 09:00:00;06.01.2022 10:00:00;300
06.01.2022 10:00:00;06.01.2022 11:00:00;273.64
06.01.2022 11:00:00;06.01.2022 12:00:00;231.9
06.01.2022 12:00:00;06.01.2022 13:00:00;226
06.01.2022 13:00:00;06.01.2022 14:00:00;209.2
06.01.2022 14:00:00;06.01.2022 15:00:00;216.06
06.01.2022 15:00:00;06.01.2022 16:00:00;230.77
06.01.2022 16:00:00;06.01.2022 17:00:00;245.95
06.01.2022 17:00:00;06.01.2022 18:00:00;274.11
06.01.2022 18:00:00;06.01.2022 19:00:00;273.44
06.01.2022 19:00:00;06.01.2022 20:00:00;230
06.01.2022 20:00:00;06.01.2022 21:00:00;215.43
06.01.2022 21:00:00;06.01.2022 22:00:00;192.62
06.01.2022 22:00:00;06.01.2022 23:00:00;163.05
06.01.2022 23:00:00;07.01.2022 00:00:00;87.94
07.01.2022 00:00:00;07.01.2022 01:00:00;83.81
07.01.2022 01:00:00;07.01.2022 02:00:00;87.77
07.01.2022 02:00:00;07.01.2022 03:00:00;72.38
07.01.2022 03:00:00;07.01.2022 04:00:00;76.79
07.01.2022 04:00:00;07.01.2022 05:00:00;77.7
07.01.2022 05:00:00;07.01.2022 06:00:00;95.23
07.01.2022 06:00:00;07.01.2022 07:00:00;141.8
07.01.2022 07:00:00;07.01.2022 08:00:00;164.21
07.01.2022 08:00:00;07.01.2022 09:00:00;214.76
07.01.2022 09:00:00;07.01.2022 10:00:00;243.88
07.01.2022 10:00:00;07.01.2022 11:00:00;203.35
07.01.2022 11:00:00;07.01.2022 12:00:00;215.69
07.01.2022 12:00:00;07.01.2022 13:00:00;181.1
07.01.2022 13:00:00;07.01.2022 14:00:00;220.94
07.01.2022 14:00:00;07.01.2022 15:00:00;218.13
07.01.2022 15:00:00;07.01.2022 16:00:00;216.39
07.01.2022 16:00:00;07.01.2022 17:00:00;232.33
07.01.2022 17:00:00;07.01.2022 18:00:00;244.33
07.01.2022 18:00:00;07.01.2022 19:00:00;265.24
07.01.2022 19:00:00;07.01.2022 20:00:00;257.69
07.01.2022 20:00:00;07.01.2022 21:00:00;250.32
07.01.2022 21:00:00;07.01.2022 22:00:00;213.81
07.01.2022 22:00:00;07.01.2022 23:00:00;235.59
07.01.2022 23:00:00;08.01.2022 00:00:00;230
08.01.2022 00:00:00;08.01.2022 01:00:00;198.65
08.01.2022 01:00:00;08.01.2022 02:00:00;169.75
08.01.2022 02:00:00;08.01.2022 03:00:00;166
08.01.2022 03:00:00;08.01.2022 04:00:00;162.13
08.01.2022 04:00:00;08.01.2022 05:00:00;160
08.01.2022 05:00:00;08.01.2022 06:00:00;154.3
08.01.2022 06:00:00;08.01.2022 07:00:00;166
08.01.2022 07:00:00;08.01.2022 08:00:00;182.91
08.01.2022 08:00:00;08.01.2022 09:00:00;215.89
08.01.2022 09:00:00;08.01.2022 10:00:00;231
08.01.2022 10:00:00;08.01.2022 11:00:00;228.95
08.01.2022 11:00:00;08.01.2022 12:00:00;215.39
08.01.2022 12:00:00;08.01.2022 13:00:00;206.68
08.01.2022 13:00:00;08.01.2022 14:00:00;185
08.01.2022 14:00:00;08.01.2022 15:00:00;169.52
08.01.2022 15:00:00;08.01.2022 16:00:00;162.8
08.01.2022 16:00:00;08.01.2022 17:00:00;161.82
08.01.2022 17:00:00;08.01.2022 18:00:00;189.9
08.01.2022 18:00:00;08.01.2022 19:00:00;198.45
08.01.2022 19:00:00;08.01.2022 20:00:00;211.52
08.01.2022 20:00:00;08.01.2022 21:00:00;127.97
08.01.2022 21:00:00;08.01.2022 22:00:00;126.09
08.01.2022 22:00:00;08.01.2022 23:00:00;123.94
08.01.2022 23:00:00;09.01.2022 00:00:00;94.02
09.01.2022 00:00:00;09.01.2022 01:00:00;104.62
09.01.2022 01:00:00;09.01.2022 02:00:00;89.43
09.01.2022 02:00:00;09.01.2022 03:00:00;80.24
09.01.2022 03:00:00;09.01.2022 04:00:00;55.46
09.01.2022 04:00:00;09.01.2022 05:00:00;45.82
09.01.2022 05:00:00;09.01.2022 06:00:00;48.5
09.01.2022 06:00:00;09.01.2022 07:00:00;74.29
09.01.2022 07:00:00;09.01.2022 08:00:00;83.17
09.01.2022 08:00:00;09.01.2022 09:00:00;97.26
09.01.2022 09:00:00;09.01.2022 10:00:00;126.94
09.01.2022 10:00:00;09.01.2022 11:00:00;135.57
09.01.2022 11:00:00;09.01.2022 12:00:00;146.26
09.01.2022 12:00:00;09.01.2022 13:00:00;165.65
09.01.2022 13:00:00;09.01.2022 14:00:00;165.06
09.01.2022 14:00:00;09.01.2022 15:00:00;170.09
09.01.2022 15:00:00;09.01.2022 16:00:00;189.04
09.01.2022 16:00:00;09.01.2022 17:00:00;190.96
09.01.2022 17:00:00;09.01.2022 18:00:00;223.3
09.01.2022 18:00:00;09.01.2022 19:00:00;243.94
09.01.2022 19:00:00;09.01.2022 20:00:00;240
09.01.2022 20:00:00;09.01.2022 21:00:00;230.82
09.01.2022 21:00:00;09.01.2022 22:00:00;214.02
09.01.2022 22:00:00;09.01.2022 23:00:00;215.88
09.01.2022 23:00:00;10.01.2022 00:00:00;203.8
10.01.2022 00:00:00;10.01.2022 01:00:00;196.23
10.01.2022 01:00:00;10.01.2022 02:00:00;191.85
10.01.2022 02:00:00;10.01.2022 03:00:00;195.91
10.01.2022 03:00:00;10.01.2022 04:00:00;186.66
10.01.2022 04:00:00;10.01.2022 05:00:00;178.04
10.01.2022 05:00:00;10.01.2022 06:00:00;191.65
10.01.2022 06:00:00;10.01.2022 07:00:00;237.44
10.01.2022 07:00:00;10.01.2022 08:00:00;299.95
10.01.2022 08:00:00;10.01.2022 09:00:00;313.92
10.01.2022 09:00:00;10.01.2022 10:00:00;315
10.01.2022 10:00:00;10.01.2022 11:00:00;310.41
10.01.2022 11:00:00;10.01.2022 12:00:00;310.08
10.01.2022 12:00:00;10.01.2022 13:00:00;300
10.01.2022 13:00:00;10.01.2022 14:00:00;297.01
10.01.2022 14:00:00;10.01.2022 15:00:00;299.96
10.01.2022 15:00:00;10.01.2022 16:00:00;300.78
10.01.2022 16:00:00;10.01.2022 17:00:00;299.63
10.01.2022 17:00:00;10.01.2022 18:00:00;313.2
10.01.2022 18:00:00;10.01.2022 19:00:00;310.82
10.01.2022 19:00:00;10.01.2022 20:00:00;294.98
10.01.2022 20:00:00;10.01.2022 21:00:00;267.45
10.01.2022 21:00:00;10.01.2022 22:00:00;242.4
10.01.2022 22:00:00;10.01.2022 23:00:00;217.03
10.01.2022 23:00:00;11.01.2022 00:00:00;197.57
11.01.2022 00:00:00;11.01.2022 01:00:00;210.34
11.01.2022 01:00:00;11.01.2022 02:00:00;202.42
11.01.2022 02:00:00;11.01.2022 03:00:00;197.6
11.01.2022 03:00:00;11.01.2022 04:00:00;193
11.01.2022 04:00:00;11.01.2022 05:00:00;194.9
11.01.2022 05:00:00;11.01.2022 06:00:00;204.45
11.01.2022 06:00:00;11.01.2022 07:00:00;225.25
11.01.2022 07:00:00;11.01.2022 08:00:00;275.35
11.01.2022 08:00:00;11.01.2022 09:00:00;281.2
11.01.2022 09:00:00;11.01.2022 10:00:00;297.16
11.01.2022 10:00:00;11.01.2022 11:00:00;277.02
11.01.2022 11:00:00;11.01.2022 12:00:00;257.27
11.01.2022 12:00:00;11.01.2022 13:00:00;244.3
11.01.2022 13:00:00;11.01.2022 14:00:00;246.58
11.01.2022 14:00:00;11.01.2022 15:00:00;255.01
11.01.2022 15:00:00;11.01.2022 16:00:00;277.9
11.01.2022 16:00:00;11.01.2022 17:00:00;289.94
11.01.2022 17:00:00;11.01.2022 18:00:00;316.4
11.01.2022 18:00:00;11.01.2022 19:00:00;315.9
11.01.2022 19:00:00;11.01.2022 20:00:00;309.2
11.01.2022 20:00:00;11.01.2022 21:00:00;285.33
11.01.2022 21:00:00;11.01.2022 22:00:00;244.75
11.01.2022 22:00:00;11.01.2022 23:00:00;234.09
11.01.2022 23:00:00;12.01.2022 00:00:00;211.69
12.01.2022 00:00:00;12.01.2022 01:00:00;196.65
12.01.2022 01:00:00;12.01.2022 02:00:00;187.1
12.01.2022 02:00:00;12.01.2022 03:00:00;184.27
12.01.2022 03:00:00;12.01.2022 04:00:00;179.58
12.01.2022 04:00:00;12.01.2022 05:00:00;178.33
12.01.2022 05:00:00;12.01.2022 06:00:00;193.5
12.01.2022 06:00:00;12.01.2022 07:00:00;234.68
12.01.2022 07:00:00;12.01.2022 08:00:00;273.18
12.01.2022 08:00:00;12.01.2022 09:00:00;300.1
12.01.2022 09:00:00;12.01.2022 10:00:00;292.74
12.01.2022 10:00:00;12.01.2022 11:00:00;275.5
12.01.2022 11:00:00;12.01.2022 12:00:00;258.65
12.01.2022 12:00:00;12.01.2022 13:00:00;245.11
12.01.2022 13:00:00;12.01.2022 14:00:00;232.08
12.01.2022 14:00:00;12.01.2022 15:00:00;234.77
12.01.2022 15:00:00;12.01.2022 16:00:00;240.01
12.01.2022 16:00:00;12.01.2022 17:00:00;255
12.01.2022 17:00:00;12.01.2022 18:00:00;284.82
12.01.2022 18:00:00;12.01.2022 19:00:00;285.97
12.01.2022 19:00:00;12.01.2022 20:00:00;269.03
12.01.2022 20:00:00;12.01.2022 21:00:00;247.8
12.01.2022 21:00:00;12.01.2022 22:00:00;213.72
12.01.2022 22:00:00;12.01.2022 23:00:00;225
12.01.2022 23:00:00;13.01.2022 00:00:00;192.36
13.01.2022 00:00:00;13.01.2022 01:00:00;200
13.01.2022 01:00:00;13.01.2022 02:00:00;188.9
13.01.2022 02:00:00;13.01.2022 03:00:00;192.6
13.01.2022 03:00:00;13.01.2022 04:00:00;200.9
13.01.2022 04:00:00;13.01.2022 05:00:00;179
13.01.2022 05:00:00;13.01.2022 06:00:00;187.06
13.01.2022 06:00:00;13.01.2022 07:00:00;194.14
13.01.2022 07:00:00;13.01.2022 08:00:00;227.8
13.01.2022 08:00:00;13.01.2022 09:00:00;231.99
13.01.2022 09:00:00;13.01.2022 10:00:00;243.09
13.01.2022 10:00:00;13.01.2022 11:00:00;228.26
13.01.2022 11:00:00;13.01.2022 12:00:00;209.23
13.01.2022 12:00:00;13.01.2022 13:00:00;198.76
13.01.2022 13:00:00;13.01.2022 14:00:00;200
13.01.2022 14:00:00;13.01.2022 15:00:00;203.1
13.01.2022 15:00:00;13.01.2022 16:00:00;226.89
13.01.2022 16:00:00;13.01.2022 17:00:00;253.5
13.01.2022 17:00:00;13.01.2022 18:00:00;267.3
13.01.2022 18:00:00;13.01.2022 19:00:00;267.3
13.01.2022 19:00:00;13.01.2022 20:00:00;250
13.01.2022 20:00:00;13.01.2022 21:00:00;235.19
13.01.2022 21:00:00;13.01.2022 22:00:00;211.58
13.01.2022 22:00:00;13.01.2022 23:00:00;211.7
13.01.2022 23:00:00;14.01.2022 00:00:00;190.2
14.01.2022 00:00:00;14.01.2022 01:00:00;178.7
14.01.2022 01:00:00;14.01.2022 02:00:00;168.75
14.01.2022 02:00:00;14.01.2022 03:00:00;178.09
14.01.2022 03:00:00;14.01.2022 04:00:00;163.33
14.01.2022 04:00:00;14.01.2022 05:00:00;162.61
14.01.2022 05:00:00;14.01.2022 06:00:00;168.19
14.01.2022 06:00:00;14.01.2022 07:00:00;184.7
14.01.2022 07:00:00;14.01.2022 08:00:00;239.38
14.01.2022 08:00:00;14.01.2022 09:00:00;286.6
14.01.2022 09:00:00;14.01.2022 10:00:00;274.72
14.01.2022 10:00:00;14.01.2022 11:00:00;243.39
14.01.2022 11:00:00;14.01.2022 12:00:00;229.81
14.01.2022 12:00:00;14.01.2022 13:00:00;219.36
14.01.2022 13:00:00;14.01.2022 14:00:00;200.04
14.01.2022 14:00:00;14.01.2022 15:00:00;205.21
14.01.2022 15:00:00;14.01.2022 16:00:00;219.15
14.01.2022 16:00:00;14.01.2022 17:00:00;247.08
14.01.2022 17:00:00;14.01.2022 18:00:00;262
14.01.2022 18:00:00;14.01.2022 19:00:00;274.44
14.01.2022 19:00:00;14.01.2022 20:00:00;255.9
14.01.2022 20:00:00;14.01.2022 21:00:00;218.82
14.01.2022 21:00:00;14.01.2022 22:00:00;219.16
14.01.2022 22:00:00;14.01.2022 23:00:00;195.95
14.01.2022 23:00:00;15.01.2022 00:00:00;186
15.01.2022 00:00:00;15.01.2022 01:00:00;222.01
15.01.2022 01:00:00;15.01.2022 02:00:00;211.1
15.01.2022 02:00:00;15.01.2022 03:00:00;202.58
15.01.2022 03:00:00;15.01.2022 04:00:00;190.11
15.01.2022 04:00:00;15.01.2022 05:00:00;190.58
15.01.2022 05:00:00;15.01.2022 06:00:00;198.1
15.01.2022 06:00:00;15.01.2022 07:00:00;185.18
15.01.2022 07:00:00;15.01.2022 08:00:00;200.1
15.01.2022 08:00:00;15.01.2022 09:00:00;215.6
15.01.2022 09:00:00;15.01.2022 10:00:00;230
15.01.2022 10:00:00;15.01.2022 11:00:00;222.39
15.01.2022 11:00:00;15.01.2022 12:00:00;214.92
15.01.2022 12:00:00;15.01.2022 13:00:00;208.43
15.01.2022 13:00:00;15.01.2022 14:00:00;200
15.01.2022 14:00:00;15.01.2022 15:00:00;203.09
15.01.2022 15:00:00;15.01.2022 16:00:00;213.98
15.01.2022 16:00:00;15.01.2022 17:00:00;226.32
15.01.2022 17:00:00;15.01.2022 18:00:00;260
15.01.2022 18:00:00;15.01.2022 19:00:00;267.03
15.01.2022 19:00:00;15.01.2022 20:00:00;261.41
15.01.2022 20:00:00;15.01.2022 21:00:00;243.62
15.01.2022 21:00:00;15.01.2022 22:00:00;224.3
15.01.2022 22:00:00;15.01.2022 23:00:00;218.07
15.01.2022 23:00:00;16.01.2022 00:00:00;213.42
16.01.2022 00:00:00;16.01.2022 01:00:00;225.92
16.01.2022 01:00:00;16.01.2022 02:00:00;216
16.01.2022 02:00:00;16.01.2022 03:00:00;172.2
16.01.2022 03:00:00;16.01.2022 04:00:00;190.04
16.01.2022 04:00:00;16.01.2022 05:00:00;163.83
16.01.2022 05:00:00;16.01.2022 06:00:00;177.8
16.01.2022 06:00:00;16.01.2022 07:00:00;226.89
16.01.2022 07:00:00;16.01.2022 08:00:00;228.29
16.01.2022 08:00:00;16.01.2022 09:00:00;225.53
16.01.2022 09:00:00;16.01.2022 10:00:00;230
16.01.2022 10:00:00;16.01.2022 11:00:00;175.63
16.01.2022 11:00:00;16.01.2022 12:00:00;156.07
16.01.2022 12:00:00;16.01.2022 13:00:00;200
16.01.2022 13:00:00;16.01.2022 14:00:00;156.98
16.01.2022 14:00:00;16.01.2022 15:00:00;172.2
16.01.2022 15:00:00;16.01.2022 16:00:00;159.54
16.01.2022 16:00:00;16.01.2022 17:00:00;186.24
16.01.2022 17:00:00;16.01.2022 18:00:00;212.95
16.01.2022 18:00:00;16.01.2022 19:00:00;266.13
16.01.2022 19:00:00;16.01.2022 20:00:00;227.64
16.01.2022 20:00:00;16.01.2022 21:00:00;259.9
16.01.2022 21:00:00;16.01.2022 22:00:00;207.46
16.01.2022 22:00:00;16.01.2022 23:00:00;245
16.01.2022 23:00:00;17.01.2022 00:00:00;173.46
17.01.2022 00:00:00;17.01.2022 01:00:00;183.79
17.01.2022 01:00:00;17.01.2022 02:00:00;180.28
17.01.2022 02:00:00;17.01.2022 03:00:00;165.79
17.01.2022 03:00:00;17.01.2022 04:00:00;150.58
17.01.2022 04:00:00;17.01.2022 05:00:00;148
17.01.2022 05:00:00;17.01.2022 06:00:00;156.75
17.01.2022 06:00:00;17.01.2022 07:00:00;192.1
17.01.2022 07:00:00;17.01.2022 08:00:00;214.59
17.01.2022 08:00:00;17.01.2022 09:00:00;203
17.01.2022 09:00:00;17.01.2022 10:00:00;245
17.01.2022 10:00:00;17.01.2022 11:00:00;176.6
17.01.2022 11:00:00;17.01.2022 12:00:00;100
17.01.2022 12:00:00;17.01.2022 13:00:00;121
17.01.2022 13:00:00;17.01.2022 14:00:00;177.7
17.01.2022 14:00:00;17.01.2022 15:00:00;202.14
17.01.2022 15:00:00;17.01.2022 16:00:00;245.6
17.01.2022 16:00:00;17.01.2022 17:00:00;231.94
17.01.2022 17:00:00;17.01.2022 18:00:00;292.13
17.01.2022 18:00:00;17.01.2022 19:00:00;298.83
17.01.2022 19:00:00;17.01.2022 20:00:00;260.6
17.01.2022 20:00:00;17.01.2022 21:00:00;298.88
17.01.2022 21:00:00;17.01.2022 22:00:00;200.01
17.01.2022 22:00:00;17.01.2022 23:00:00;254.8
17.01.2022 23:00:00;18.01.2022 00:00:00;212.82
18.01.2022 00:00:00;18.01.2022 01:00:00;228
18.01.2022 01:00:00;18.01.2022 02:00:00;203.05
18.01.2022 02:00:00;18.01.2022 03:00:00;190.95
18.01.2022 03:00:00;18.01.2022 04:00:00;186.07
18.01.2022 04:00:00;18.01.2022 05:00:00;193.99
18.01.2022 05:00:00;18.01.2022 06:00:00;203.76
18.01.2022 06:00:00;18.01.2022 07:00:00;229.1
18.01.2022 07:00:00;18.01.2022 08:00:00;273.36
18.01.2022 08:00:00;18.01.2022 09:00:00;294.4
18.01.2022 09:00:00;18.01.2022 10:00:00;290.64
18.01.2022 10:00:00;18.01.2022 11:00:00;275.4
18.01.2022 11:00:00;18.01.2022 12:00:00;265.1
18.01.2022 12:00:00;18.01.2022 13:00:00;250
18.01.2022 13:00:00;18.01.2022 14:00:00;244.27
18.01.2022 14:00:00;18.01.2022 15:00:00;243.02
18.01.2022 15:00:00;18.01.2022 16:00:00;249.22
18.01.2022 16:00:00;18.01.2022 17:00:00;236
18.01.2022 17:00:00;18.01.2022 18:00:00;278
18.01.2022 18:00:00;18.01.2022 19:00:00;276.39
18.01.2022 19:00:00;18.01.2022 20:00:00;247
18.01.2022 20:00:00;18.01.2022 21:00:00;252.58
18.01.2022 21:00:00;18.01.2022 22:00:00;224.19
18.01.2022 22:00:00;18.01.2022 23:00:00;234
18.01.2022 23:00:00;19.01.2022 00:00:00;200
19.01.2022 00:00:00;19.01.2022 01:00:00;199.21
19.01.2022 01:00:00;19.01.2022 02:00:00;189.2
19.01.2022 02:00:00;19.01.2022 03:00:00;191.8
19.01.2022 03:00:00;19.01.2022 04:00:00;184
19.01.2022 04:00:00;19.01.2022 05:00:00;179.12
19.01.2022 05:00:00;19.01.2022 06:00:00;187
19.01.2022 06:00:00;19.01.2022 07:00:00;190
19.01.2022 07:00:00;19.01.2022 08:00:00;198.62
19.01.2022 08:00:00;19.01.2022 09:00:00;249.46
19.01.2022 09:00:00;19.01.2022 10:00:00;243.72
19.01.2022 10:00:00;19.01.2022 11:00:00;251.5
19.01.2022 11:00:00;19.01.2022 12:00:00;229
19.01.2022 12:00:00;19.01.2022 13:00:00;156.35
19.01.2022 13:00:00;19.01.2022 14:00:00;128.29
19.01.2022 14:00:00;19.01.2022 15:00:00;164.35
19.01.2022 15:00:00;19.01.2022 16:00:00;205.4
19.01.2022 16:00:00;19.01.2022 17:00:00;203
19.01.2022 17:00:00;19.01.2022 18:00:00;253.77
19.01.2022 18:00:00;19.01.2022 19:00:00;255.4
19.01.2022 19:00:00;19.01.2022 20:00:00;176
19.01.2022 20:00:00;19.01.2022 21:00:00;93.07
19.01.2022 21:00:00;19.01.2022 22:00:00;151
19.01.2022 22:00:00;19.01.2022 23:00:00;205
19.01.2022 23:00:00;20.01.2022 00:00:00;208.6
20.01.2022 00:00:00;20.01.2022 01:00:00;152.59
20.01.2022 01:00:00;20.01.2022 02:00:00;143.59
20.01.2022 02:00:00;20.01.2022 03:00:00;136.33
20.01.2022 03:00:00;20.01.2022 04:00:00;131.23
20.01.2022 04:00:00;20.01.2022 05:00:00;129.31
20.01.2022 05:00:00;20.01.2022 06:00:00;141.99
20.01.2022 06:00:00;20.01.2022 07:00:00;168.28
20.01.2022 07:00:00;20.01.2022 08:00:00;215.96
20.01.2022 08:00:00;20.01.2022 09:00:00;230.6
20.01.2022 09:00:00;20.01.2022 10:00:00;236.25
20.01.2022 10:00:00;20.01.2022 11:00:00;200
20.01.2022 11:00:00;20.01.2022 12:00:00;204.47
20.01.2022 12:00:00;20.01.2022 13:00:00;122.57
